word;etymology;related
söve;orig	Türkiye Türkçesi,söbek 	Türkiye Türkçesi,söbi	;
beniz;orig	Eski Türkçe,meŋiz	;
tahmin;orig	Arapça,χmn	Arapça,χammana	;
ispari;orig	Yeni Yunanca,spároi	Yeni Yunanca ve Eski Yunanca,spáros	;
süs;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
eş|mek;orig	Orta Türkçe,eş-	Eski Türkçe,eş-	;
hım;"none	<p> ""burun sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
altı;orig	Eski Türkçe,altı	;
tecanüs;orig	Arapça,cns	Arapça,cins	;
yirmi;orig	Eski Türkçe,yigirmi	;
vagon;orig	İngilizce ,wagon	Germence,*wagnaz	Hintavrupa Anadilinde,*wogh-no-	Hintavrupa Anadilinde,*wegh-	;
çiti;orig	Türkiye Türkçesi,çit-	;
izafe;orig	Arapça,ḍyf	Arapça,ḍāfa	;
katafalk;orig	Fransızca ,catafalque	İtalyanca,catafalco	Geç Latince,catafalicum	;
bubi tuzağı;orig	İngilizce ,booby trap	İngilizce ,booby	;
kantaron;orig	Yeni Yunanca,kentávrion	Eski Yunanca,kentaúrion	öz (EYun),Kentaúros	;
kümes;orig	Yeni Yunanca,kimásion	Yeni Yunanca,kimoúme	Eski Yunanca,koimáō	;
tiner;orig	İngilizce ,thinner	İngilizce ,thin	Germence,*thunni-	Hintavrupa Anadilinde,*tn-u-	Hintavrupa Anadilinde,*ten-	;
giy|mek;orig	Eski Türkçe,ked-	Eski Türkçe,kedir-	;
fifti fifti;orig	İngilizce ,fifty fifty	Eski İngilizce ,fīftig	Germence,*fimf	Hintavrupa Anadilinde,*penkʷe	;
ibra;orig	Arapça,brA	Arapça,baraˀa	;
karaoke;orig	Japonca ,karaōke	Japonca ,karano	Japonca ,ōkesutora	İngilizce ,orchestra	;
ataş;orig	Fransızca ,attache	Fransızca ,attacher	Eski Fransızca,attachier	;
aspirin;orig	ticari markasından,acetylierte Spirsäure	Latince,spiraea	;
uyu|mak;orig	Eski Türkçe,udı-	;
alfabe;orig	Fransızca ,alphabet	Eski Yunanca,álpha bḗta	;
ezcümle;orig	Farsça,az cumla	Farsça,az	Arapça,cumla(t)	;
ülke;orig	Moğolca ,ülige 	Moğolca ,üli-	Eski Türkçe,*ül-	;
göçebe;orig	Türkiye Türkçesi,göçer oba 	;
bilişim;orig	Yeni Türkçe,biliş-	;
frambuaz;orig	Fransızca ,framboise	Germence,*bråma-	;
bohça;orig	Eski Türkçe,boġ	;
elâ;orig	Türkiye Türkçesi,ala	;
köftehor;orig	Farsça,kūfta χor	;
ayak;orig	Eski Türkçe,adak	;
dire|mek;orig	Eski Türkçe,tire-	Eski Türkçe,*tirge-	Eski Türkçe,tirig	;
film;orig	Fransızca ,filme	İngilizce ,film	Germence,*fellam	Hintavrupa Anadilinde,*pelno-	Hintavrupa Anadilinde,*pel-<sup>4</sup>	;
göç|mek;orig	Eski Türkçe,köç-	Eski Türkçe,köt-	;
basınç;orig	Eski Türkçe,basınç	Eski Türkçe,basın-	Eski Türkçe,bas-	;
yavşak;orig	Orta Türkçe,yafşak 	Eski Türkçe,yapış-	;
kaldır|mak;orig	Orta Türkçe,kaltur-	Eski Türkçe,kalı-	;
icar;orig	Arapça,Acr	Arapça,acr	;
tabiiyet;orig	Arapça,tābiˁ	;
habaset;orig	Arapça,χbs̠	Arapça,χabuṯa	;
id;orig	Yeni Latince,id	Latince,id	;
hele;orig	Farsça,hala	;
şimşir;orig	Farsça,şimşād 	;
hohla|mak;"none	<p> <i>hoh</i> ""ağzı yuvarlaklaştırarak nefes verme sesi"" ses yansımalı sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BlA-"">+lA-</a> ekiyle türetilmiştir.</p>";
ankebut;orig	Arapça,ˁkb	Aramice/Süryanice,ˁakkabītā	Aramice/Süryanice,ˁkb	;
yelpaze;orig	Orta Türkçe,yelpize	Orta Türkçe,yelpi- 	;
genelge;orig	Yeni Türkçe,genel	;
tambur;orig	Arapça ve Farsça,ṭambūr	Orta Türkçe,dambırtı 	;
visal;orig	Arapça,wṣl	Arapça,waṣala	;
kolektör;orig	Fransızca ,collecteur	Latince,collector	Latince,colligere	;
çıyan;orig	Eski Türkçe,çadan	Eski Türkçe,çat-	;
ayn;orig	Arapça,ˁyn	Aramice/Süryanice,ˁayin	Akatça,īnu	;
katrilyon;orig	Fransızca ,quatrillion	Fransızca ,quatre million	;
DVD;orig	İngilizce ,DVD	İngilizce ,digital versatile disk	;
azot;orig	Fransızca ,azote	Eski Yunanca,azōtḗs	Eski Yunanca,záō	;
tutuklu;orig	Türkiye Türkçesi,tut-	;
hünkâr;orig	Farsça,χond-kār 	Farsça ve Orta Farsça,χʷand 	Orta Farsça,χʷadāvand	Orta Farsça,χʷadāy	;
küşleme;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
dağdağa;orig	Arapça,dġ	;
kefen;orig	Arapça,kfn	Süryanice,kəfūn 	Eski Yunanca,kóphinos	;
kıtlama;orig	Türkiye Türkçesi,kırtlama	;
Venüs;orig	Germence,*wunsk-	İngilizce ,wish	Sanskritçe,vançati	;
küriyum;orig	Yeni Latince,curium	;
diorama;orig	Fransızca ,diorama	Eski Yunanca,dia	Eski Yunanca,órama	;
kanırt|mak;orig	Eski Türkçe,koŋur-	;
volüm;orig	Fransızca ,volume	Latince,volumen	Latince,voluere	;
fetva;orig	Arapça,ftw	;
kamus;orig	Arapça,ḳāmūs	Eski Yunanca,ōkeanós	;
çel|mek;orig	Türkiye Türkçesi,çal-	;
kızıl;orig	Eski Türkçe,kızġıl 	Eski Türkçe,*kızıġ	;
dangalak;"none	<p> <i>dank </i>veya<i> dangıl</i> ""boş bir nesneye vurma sesi"" ses yansımalı sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2BAlAk"">+AlAk</a> ekiyle türetilmiştir.</p>";
bacak;orig	Farsça,pāça	Farsça,pā	;
kruvazör;orig	Fransızca ,croiseur	Fransızca ,croiser	Geç Latince,cruciare	Latince,crux, cruc-	;
doğan;orig	Eski Türkçe,toġan 	Eski Türkçe,toġ- 	;
+zar;orig	Farsça,+zār	;
tetebbu;orig	Arapça,tbˁ	Arapça,tabaˁa	;
tabaka;orig	Arapça,ṭbḳ	Arapça,ṭabaḳ	;
edyan;orig	Arapça,dyn	Arapça,dīn	;
aygıt;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
tebellür;orig	Arapça,*taballur	Arapça,billūr	;
ilçe;orig	Türkiye Türkçesi,il	;
keme;orig	Arapça,kamˀa(t)	Akatça,kamˀatum	;
kolçak;orig	Eski Türkçe,kolçak	Eski Türkçe,kol	;
hariç;orig	Arapça,χrc	Arapça,χaraca	;
küfran;orig	Arapça,kfr	Aramice/Süryanice,kpr	;
şort;orig	İngilizce ,short trousers	İngilizce ,short	Germence,*skurtaz	Germence,*skeran	Hintavrupa Anadilinde,*(s)ker-<sup>1</sup>	;
börtü böcek;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
büyük;orig	Eski Türkçe,bedük	Eski Türkçe,bedü-	;
ata|mak;orig	Eski Türkçe,ata-	Eski Türkçe,at	;
takla;orig	Arapça,ḳlˁ	Arapça,ḳalaˁa	;
admin;orig	İngilizce ,admin	İngilizce ,system administrator	Latince,administrare	Latince,ministrare	Latince,minister	Latince,minus	;
inkıta;orig	Arapça,ḳṭˁ	Arapça,ḳaṭaˁa	;
horozbina;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
karter;orig	Fransızca ,carter	İngilizce ,Carter's Oiltight Chain Lubricator	ticari markasından,J. Harrison Carter	;
tahdit;orig	Arapça,ḥdd	Arapça,ḥadda	;
intizar;orig	Arapça,nẓr	Arapça,naẓara	;
tapi;orig	Fransızca ,tapis	Eski Yunanca,tapḗtion	Eski Yunanca,tápēs	;
çivi;orig	Eski Türkçe,*çıv 	;
gama;orig	Eski Yunanca,gámma	;
guru;orig	İngilizce ,guru	Sanskritçe,gurú	Hintavrupa Anadilinde,*gʷrə-u-	Hintavrupa Anadilinde,*gʷerə-<sup>2</sup>	;
tırıs;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
analfabetizm;orig	Fransızca ,analphabétisme	Fransızca ,alphabet	;
izbe;orig	Rusça ve Bulg,izba	Eski Slavca,istba	Geç Latince,*istuba	;
kapsa|mak;orig	Eski Türkçe,kapsa-	Eski Türkçe,kāp	;
ayrıcalık;orig	Türkiye Türkçesi,ayrıca	;
ana;orig	Eski Türkçe,ana	;
teehhür;orig	Arapça,Aχr	Arapça,āχar	;
arız;orig	Arapça,ˁrḍ	Arapça,ˁaraḍa	;
atonal;orig	Fransızca ,atonal	Eski Yunanca,tónos	;
değil;orig	Oğuzca,tegül	Eski Türkçe,dāġ ol	;
gulam;orig	Arapça,ġlm	;
yadırga|mak;orig	Türkiye Türkçesi,yad	;
açık;orig	Eski Türkçe,açuk	Eski Türkçe,aç-	;
ivaz;orig	Arapça,ˁwḍ	Arapça,ˁāḍa	;
iskonto;orig	Fransızca ,escompte	Geç Latince,excomputare	Latince,computare	;
amip;orig	Fransızca ,amibe	Eski Yunanca,amoibḗ	Eski Yunanca,ameíbō	Hintavrupa Anadilinde,*əmeigʷ-	Hintavrupa Anadilinde,*mei-<sup>1</sup>	;
kalsedon;orig	Fransızca ,chalcédoine	İngilizce ,chalcedony	Latince,chalcedonius	Eski Yunanca,χalkēdōn	;
şinik;orig	Eski Yunanca ve Orta Yunanca,χoîniks	;
yanılsa|mak;orig	Türkiye Türkçesi,yanıl-	;
bastıbacak;orig	Türkiye Türkçesi,bastı bacak	;
gedik;orig	Orta Türkçe,gedük	Eski Türkçe,kert- 	;
testi;orig	Farsça,dastī	Farsça,dast	;
çıngar;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
dudu;orig	Farsça,tūtī 	;
tekvando;orig	Korece,tae kwon do	Korece,tae	Korece,kwon	Korece,doh	;
eflatun;orig	öz (Ar),aflātūn 	özel adından,Platōn	;
damat;orig	Farsça ve Orta Farsça,dāmād	Eski Farsça ,*dāmātar-	Avesta (Zend) dilinde,zāmātar-	Sanskritçe,cāmātr	Hintavrupa Anadilinde,*gemə-	;
huzur;orig	Arapça,ḥḍr	Arapça,ḥaḍara	;
karşıt;orig	Eski Türkçe,karşut	Eski Türkçe,karış-	;
komşu;orig	Eski Türkçe,konşı	Eski Türkçe,konış-	Eski Türkçe,kon-	;
tesellüm;orig	Arapça,slm	Arapça,salima	;
bula|mak;orig	Eski Türkçe,bulġa-	;
zebun;orig	Farsça,zabūn	;
uçuk;orig	Türkiye Türkçesi,uç	;
kovan;orig	Türkiye Türkçesi,*kova-	Eski Türkçe,kovı	;
talkın;orig	Arapça,talḳīn	;
tennure;orig	Arapça ve Farsça,tannūr	;
yarasa;orig	Eski Türkçe,yarsıġu 	Eski Türkçe,yarsı-	;
keşkül;orig	Farsça,kaşkūl	Farsça,kaş	Farsça,kūl	;
çap|mak;orig	Orta Türkçe,çap-	Eski Türkçe,çap-	;
fenomen;orig	Fransızca ,phénomene	Eski Yunanca,phainómenon	Eski Yunanca,phaínō	;
kaldera;orig	İngilizce ,caldera	Portekizce ,caldeira	Latince,caldaria	Latince,calidus	;
çeşme;orig	Farsça,çaşma	Orta Farsça,çaşmag	Orta Farsça,çaşm	;
ataerkil;orig	Türkiye Türkçesi,ata	Yeni Türkçe,erk	;
keski;orig	Orta Türkçe,kesgü	Eski Türkçe,kes-	;
diriğ;orig	Farsça,dirīġ	;
uyukla|mak;orig	Eski Türkçe,udıkla-	Eski Türkçe,udık	;
kasara;orig	İtalyanca ve Venedikçe,cássaro	Arapça,ḳaṣr	;
benzin;orig	Fransızca ,benzine	Almanca ,Benzin	Almanca ,Benzoesäure	Geç Latince,labenzoe	;
suş;orig	Fransızca ,souche	;
kâffe;orig	Arapça,kff	Aramice/Süryanice,kp	Aramice/Süryanice,kəphaph	;
jinekoloji;orig	Fransızca ,gynécologie	;
tazammun;orig	Arapça,ḍmn	Arapça,ḍamana	;
dürüst;orig	Farsça,drust	Orta Farsça,druwişt 	Eski Farsça ,*druv-işta-	Eski Farsça ,duruva-	Hintavrupa Anadilinde,*deru-<sup>1</sup>	;
hidrojen;orig	Fransızca ,hydrogène	Eski Yunanca,ʰydōr	Eski Yunanca,genḗs	;
diz|mek;orig	Eski Türkçe,tiz-	;
tin;orig	Eski Türkçe,tın	;
ever|mek;orig	Türkiye Türkçesi,ev	;
ıvır zıvır;orig	Türkiye Türkçesi,kıvır zıvır 	;
cazbant;orig	İngilizce ,jazzband	İngilizce ,jazz	İngilizce ,band	;
hasılat;orig	Arapça,ḥṣl	Arapça,ḥāṣila(t)	;
bıngıldak;orig	Türkiye Türkçesi,bıngılda-	;
köpük;orig	Eski Türkçe,köpük	Eski Türkçe,*köprük	Eski Türkçe,köpür-	;
vişne;orig	Bulgarca,vişna	Rusça ,vişnya	;
kontrpiye;orig	Fransızca ,contre-pied	Fransızca ,pied	Latince,pes, ped-	;
hamdüsena;orig	Arapça,ḥamd wa ṯanāˀ	;
fiskal;orig	Fransızca ,fiscal	Geç Latince,fiscalis	Latince,fiscus	;
+füruş;"none	<p><i>Malumatfüruş</i> ""bilinen şeyleri satan"" demektir.</p>";
fahri;orig	Arapça,faχrī	Arapça,fχr	Arapça,faχara	;
kumpas;orig	Fransızca ,compas	İtalyanca,compasso	İtalyanca,passo	;
bağnaz;orig	Türkiye Türkçesi,bağ-	;
kroki;orig	Fransızca ,croquis	;
sound;orig	İngilizce ,sound	Eski Fransızca,son	Latince,sonus	Hintavrupa Anadilinde,*swon-o-	Hintavrupa Anadilinde,*swen-	;
diş;orig	Eski Türkçe,tış 	;
ahfat;orig	Arapça,ḥfd	Arapça,ḥafīd	;
kete;orig	Ermenice,gata	;
konkasör;orig	Fransızca ,concasseur	Fransızca ,concasser	Latince,conquassare	Latince,quatere, quass-	;
dresuvar;orig	Fransızca ,dressoir	Fransızca ,dresser	Geç Latince,*dīrectiāre	Latince,directus	;
haşarı;orig	Arapça,ḥaşarī	Arapça,ḥşr	;
hulus;orig	Arapça,χlṣ	Arapça,χalaṣa	;
tekme;orig	Türkiye Türkçesi,tepme	Türkiye Türkçesi,tep-	;
cimri;orig	Farsça,cimrī	;
irtişa;orig	Arapça,rşw	Arapça,raşā	;
caraskal;orig	Arapça,carr aṯḳāl	Arapça,crr	Arapça,s̠ḳl	Arapça,ṯiḳla(t)	;
kur;orig	Fransızca ,cours	Latince,cursus	Latince,currere	Hintavrupa Anadilinde,*krs-	Hintavrupa Anadilinde,*kers-	;
katar;orig	Arapça,ḳṭr	Aramice/Süryanice,ḳṭr	;
tak;"none	<p> ""sert darbe sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
kolpa;orig	İtalyanca,colpo	Latince,colaphus	Eski Yunanca,kólaphos	;
apokrif;orig	Fransızca ,apocryphe	Geç Latince,apocryphus	Eski Yunanca,apókryphos	Eski Yunanca,krýptein	;
haberdar;orig	Farsça,χabar-dār	;
dildo;orig	İngilizce ,dildo	;
taun;orig	Arapça,ṭˁn	Arapça,ṭaˁana	;
ünite;orig	Fransızca ,unité	Latince,unitas	Latince,unus	;
kahvaltı;orig	Türkiye Türkçesi,kahve altı	;
yay|mak;orig	Eski Türkçe,yād-	Eski Türkçe,ya	;
hasbıhal;orig	Arapça,ḥasbi ḥāl	;
kundak;orig	Yeni Yunanca,kontáki	Eski Yunanca,kóntaks	Eski Yunanca,kontós	;
iliş|mek;orig	Eski Türkçe,iliş-	Eski Türkçe,il-	;
buat;orig	Fransızca ,boîte	Geç Latince,buxida	Eski Yunanca,pyksís, pyksid-	;
hortla|mak;"none	<p> <i>χort</i> ""horlama sesi, aniden çıkma sesi"" ses yansımalı sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BlA-"">+lA-</a> ekiyle türetilmiştir.</p>";
şık;orig	Fransızca ,chic	;
ciyak;"none	<p> ""tiz bağırma sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
eğe;orig	Orta Türkçe,égegü	Eski Türkçe,ége-	;
heybet;orig	Arapça,hyb	Arapça,hāba	;
esvet;orig	Arapça,swd	;
tahayyül;orig	Arapça,χyl	Arapça,χāla	;
diksiyon;orig	Fransızca ,diction	Latince,dictio	Latince,dicere	;
klarnet;orig	Fransızca ,clarinette	İtalyanca,clarinetto	İtalyanca,clarino	Latince,clarus	Hintavrupa Anadilinde,*klə-ro-	Hintavrupa Anadilinde,*kelə-<sup>2</sup>	;
soluk;orig	Türkiye Türkçesi,solu-	;
çak|mak;orig	Eski Türkçe,çak-	;
jokey;orig	İngilizce ,jockey	özel adından,iacobus	İbranice ,yaˁḳōb	İbranice ,ˁāḳab	;
vire;orig	Türkiye Türkçesi,vir-	;
gasil;orig	Arapça,ġsl	Arapça,ġasala	;
sorbe;orig	Fransızca ,sorbet	Türkiye Türkçesi,şerbet	;
dolu;orig	Eski Türkçe,tolu 	Eski Türkçe,tol-	;
alternatör;orig	Fransızca ,alternateur	Fransızca ,alterner	;
eytişim;orig	Türkiye Türkçesi,eyit- 	Eski Türkçe,ay-	Eski Türkçe,*ad-	;
bedayi;orig	Arapça,bdˁ	Arapça,badīˁa(t)	;
helecan;orig	Arapça,χlc	Arapça,χalaca	;
fistan;orig	Arapça,fst	Aramice/Süryanice,piştān	İbranice ,peşet	Akatça,piştu	;
hakkaniyet;orig	Arapça,ḥaḳḳānī	Arapça,ḥaḳḳ	;
ufal|mak;orig	Eski Türkçe,uva-	;
dolmen;orig	Fransızca ,dolmen	Bretonca ,taol	Bretonca ,men	;
akua+;none	<p>akva+</p>;
bey;orig	Eski Türkçe,bég	Soğdca,bg	Avesta (Zend) dilinde,baga 	Sanskritçe,bhága	Hintavrupa Anadilinde,*bhag-	;
stres;orig	İngilizce ,stress	Eski Fransızca,estresse	Geç Latince,*strictia	Latince,stringere, stict-	Hintavrupa Anadilinde,*streig-	;
grafik;orig	Fransızca ,graphique	Eski Yunanca,graphikós	Eski Yunanca,graphē	;
trişin;orig	Fransızca ,trichine	Eski Yunanca,thríχinos	Eski Yunanca,thríks, thriχ-	;
zina;orig	Arapça,zny	Aramice/Süryanice,zny	İbranice ,zny	;
barok;orig	Fransızca ,baroque	Portekizce ,barroco	Latince,verruca	;
şahbaz;orig	Farsça,şah-bāz	Farsça,şah 	Farsça,bāz	;
zangır;"none	<p> ""sarsıntı sesi"" <b>Bir sözcüktür.</b> </p>";
tazip;orig	Arapça,ˁḏb	Arapça,ˁaḏāb	;
trakea;orig	Yeni Latince,trachea	Eski Yunanca,traχeîa	Eski Yunanca,traχýs	;
bahir;orig	Arapça,bḥr	Arapça,baḥara	;
aerobik;orig	İngilizce ,aerobic	İngilizce ,aerobe	Yeni Latince,aerobius	;
buse;orig	Farsça,būsa	Farsça,būs	Farsça,būsidan	;
dölüt;orig	Türkiye Türkçesi,döl	;
isabet;orig	Arapça,ṣwb	Arapça,ṣāba	;
kez;orig	Türkiye Türkçesi,kezin	Eski Türkçe,kezik	Eski Türkçe,kez-	;
fasulye;orig	Yeni Yunanca,fasúlia	Yeni Yunanca,fasúli(on)	Eski Yunanca,phásēlos	;
farazî;orig	Arapça,faraḍī	Arapça,frḍ	;
ebet;orig	Arapça,Abd	Arapça,abada	;
solungaç;orig	Türkiye Türkçesi,*solun-	;
kekre;orig	Eski Türkçe,kekre	;
adrenalin;orig	Fransızca ,adrenaline	İngilizce ,adrenalin	Latince,renalis	Latince,renes	;
torna;orig	İtalyanca,tornio	Latince,tornus	Eski Yunanca,tórnos	Hintavrupa Anadilinde,*torə-no-	Hintavrupa Anadilinde,*terə-<sup>1</sup>	;
çizme;orig	Türkiye Türkçesi,çiz-	;
elektrot;orig	Fransızca ,électrode	İngilizce ,electrode	İngilizce ,electro+	Eski Yunanca,ʰódos	;
ifna;orig	Arapça,fny	Arapça,fanā	;
debi;orig	Fransızca ,débit	Fransızca ,débiter	Norsça (Vikingce),*biti	;
interaktif;orig	İngilizce ,interactive	İngilizce ,interact	Latince,inter	Latince,agere,act-	;
süz|mek;orig	Eski Türkçe,süz-	Eski Türkçe,*süd-	;
fikstür;orig	İngilizce ,fixture	İngilizce ,fix	Fransızca ,fixe	;
iştirak;orig	Arapça,şrk	Arapça,şarika	;
ibka;orig	Arapça,bḳy	Arapça,baḳā	;
floresan;orig	Fransızca ve İngilizce ,fluorescent	İngilizce ,fluoresce	Yeni Latince,fluor	;
galvanize;orig	Fransızca ,galvaniser	;
ayar;orig	Arapça,ˁyr	Aramice/Süryanice,ˁwr	Aramice/Süryanice,ˁīyr	;
kil;orig	Farsça ve Orta Farsça,gil	;
jetlag;orig	İngilizce ,jet lag	İngilizce ,jet	İngilizce ,lag	;
bit;orig	İngilizce ,bit	İngilizce ,binary digit	Geç Latince,binarius	Latince,bini	;
çığlık;orig	Türkiye Türkçesi,çığrık	Türkiye Türkçesi,çığır-	;
cehennem;orig	Arapça,cahannam	Aramice/Süryanice,gehīnnām 	öz (İbr),gei hinnōm	;
akroter;orig	Fransızca ,acrotère	Latince,acroterium	Eski Yunanca,akrotḗrion	Eski Yunanca,akrotḗs	Eski Yunanca,akrós	;
elemtere fiş;orig	Arapça,a lam tara	Arapça,lam	Arapça,rAy	;
fertilite;orig	Fransızca ,fertilité	Latince,fertilitas	Latince,fertilis	Latince,ferre, fert-	Hintavrupa Anadilinde,*bher-<sup>1</sup>	;
evreka;orig	Eski Yunanca,ʰeurḗka	Eski Yunanca,ʰeurískō	Hintavrupa Anadilinde,*we-wrē-	Hintavrupa Anadilinde,*werə-<sup>2</sup>	;
akide;orig	Arapça,ˁḳd	Arapça,ˁaḳada	;
traverten;orig	Fransızca ,travertin	İtalyanca,travertino 	Latince,Tiburtinus	;
temenni;orig	Arapça,mny	Arapça,*manā	;
ek;orig	Orta Türkçe,ek 	;
atılgan;orig	Türkiye Türkçesi,atıl-	;
dijital;orig	Fransızca ve İngilizce ,digital	İngilizce ,digit	Latince,digitus	Hintavrupa Anadilinde,*dik-	Hintavrupa Anadilinde,*deik-	;
bilye;orig	İtalyanca,biglia	Fransızca ,bille	;
hisse;orig	Arapça,ḥṣṣ	Arapça,ḥaṣṣa	;
agnostik;orig	Fransızca ,agnostique	İngilizce ,agnostic	Eski Yunanca,gnōstikós	Eski Yunanca,gignōskō, gnō-	;
cüzam;orig	Arapça,cḏm	Arapça,caḏama	Aramice/Süryanice,gādam	;
şuur;orig	Arapça,şˁr	Arapça,şaˁara	;
kupon;orig	Fransızca ,coupon	Fransızca ,couper	;
hermetik;orig	Fransızca ,hérmetique	İngilizce ,hermetic	Eski Yunanca,ʰermetikós	;
haylaz;orig	Türkiye Türkçesi,haylamaz	Türkiye Türkçesi,hayla-	;
temettü;orig	Arapça,mtˁ	Arapça,mataˁa	;
istifra;orig	Arapça,frġ	Arapça,faraġa	;
ıstampa;orig	İtalyanca,stampa	Germence,*stampaz	Germence,*stap- 	Hintavrupa Anadilinde,*stebh-	;
etimoloji;orig	Fransızca ,étymologie	Eski Yunanca,etymología	Eski Yunanca,étymon	Eski Yunanca,étymos	;
antinomi;orig	Fransızca ,antinomie	İngilizce ,antinomy	Latince,antinomia	Eski Yunanca,antinomía	;
hostes;orig	İngilizce ,hostess	;
topik;orig	Ermenice,topig	Türkiye Türkçesi,top	;
hede hödö;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
jübile;orig	Fransızca ,jubilé	Geç Latince,iubilaeus	Eski Yunanca,iōbēlaíos	İbranice ,şenāt ha-yōbēl	İbranice ,yōbēl	;
vakvak;"none	<p> ""ördek sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
enaniyet;orig	Arapça,anānīya(t)	Arapça,anā	;
fuşya;orig	Yeni Latince,fuchsia	;
futbol;orig	İngilizce ,football	İngilizce ,foot	İngilizce ,ball	Fransızca ,balle	;
alamana;orig	İtalyanca,alamanna	;
elips;orig	Fransızca ,ellipse, ellipt-	Eski Yunanca,éllipsis	Eski Yunanca,elleípō	Eski Yunanca,leípō, lip-	;
küt;orig	Farsça,kund	;
baget;orig	Fransızca ,baguette	Fransızca ,bague	Latince,baculum	Hintavrupa Anadilinde,*bak-	;
esrar;orig	Arapça,srr	Arapça,sirr	;
transpoze;orig	Fransızca ,transposer	Fransızca ,poser	;
türe|mek;orig	Eski Türkçe,törü-	Eski Türkçe,töz	;
üretan;orig	Fransızca ,uréthane	İngilizce ,urethane	;
yarlık;orig	Eski Türkçe,yarlıġ 	Eski Türkçe,yar-	;
speleoloji;orig	Fransızca ,spéléologie	Eski Yunanca,spḗleon	;
gevele|mek;orig	Türkiye Türkçesi,gev-	Eski Türkçe,kev-	;
yatır;orig	Türkiye Türkçesi,yatır	Türkiye Türkçesi,yat-	;
vaziyet;orig	Arapça,waḍˁu yadd	Arapça,waḍˁ	Arapça,yadd	;
türev;orig	Yeni Türkçe,türe-	;
forsythia;orig	Yeni Latince,forsythia	;
bet;orig	Eski Türkçe,bét	;
giyotin;orig	Fransızca ,guillotine	;
çınar;orig	Farsça,çanār 	Orta Farsça,çnār	Çince ,ç'un	;
ehliyet;orig	Arapça,Ahl	Arapça,ahl	;
konürbasyon;orig	İngilizce ,conurbation	Latince,urbs	;
görüntü;orig	Türkiye Türkçesi,gör-	;
bisküvi;orig	Fransızca ,biscuit	Fransızca ,bis	Fransızca ,cuit	Fransızca ,cuire	Latince,coquere	;
dost;orig	Farsça,dost	Eski Farsça ,dauştā 	Avesta (Zend) dilinde,zuş-	;
abdomen;orig	Latince,abdomen, abdomin-	;
bilim;orig	Kırgızca ,bilim	Eski Türkçe,bil-	;
diyagonal;orig	Fransızca ,diagonal	Latince,diagonalis	Eski Yunanca,diagónios	Eski Yunanca,goný	;
işkolik;orig	Türkiye Türkçesi,iş	Türkiye Türkçesi,alkolik	;
deodoran;orig	Fransızca ,déodorant	İngilizce ,deodorant	Latince,odor	Hintavrupa Anadilinde,*od-os-	Hintavrupa Anadilinde,*od-	;
agreman;orig	Fransızca ,agrément	Fransızca ,agréer	Geç Latince,aggratare	Latince,gratus	Hintavrupa Anadilinde,*gʷrə-to-	Hintavrupa Anadilinde,*gʷerə-<sup>3</sup>	;
börk;orig	Eski Türkçe,börk	;
bilanço;orig	İtalyanca,bilancio	Latince,bilanx, bilanc-	Latince,bi-	Latince,lanx, lanc-	;
ululemr;orig	Arapça,ūlū'-amr	Arapça,Alw	Arapça,alā	;
katre;orig	Arapça,ḳṭr	Arapça,ḳaṭara	Aramice/Süryanice,ḳəṭreth	;
tiftik;orig	Arapça,ftk	Arapça,fataka	;
+ürj;none	<p>+urg, +ürji</p>;
bellek;orig	Türkiye Türkçesi,belle-	;
terhis;orig	Arapça,rχṣ	Arapça,ruχṣa(t)	;
çıkın;orig	Orta Türkçe,çıkın	Eski Türkçe,çıg-	;
agat;orig	Fransızca ,agate	İtalyanca,agata 	Eski Yunanca,aχátēs	;
havadis;orig	Arapça,ḥds̠	Arapça,ḥadīṯa(t)	;
aidat;orig	Arapça,ˁwd	Arapça,ˁāˀida(t)	Arapça,ˁāda	;
