language family;word;etymology
Proto-Turkic:;*bEliŋ;"[(u'Old Turkic:', u'beli\u014b (OUygh.)'), (u'Karakhanid:', [u'beli\u014b (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u""), beli\u014b-le- 'to be terrified' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u""belin 'frightened' (dial. peli\u014b, pe\u014bil-de-)""), (u'Middle Turkic:', [u""beli\u014b-le- 'to be terrified' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=252"" target=""_blank"">Qutb</a>, u')']), (u'Turkmen:', u""beli\u014b al- 'to fear, be disgusted'""), (u'Oyrat:', [u""peli\u014b 'faked illness' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u')']), (u'Tuva:', u'beli\u014b-\u010di, beli\u014b-ne-'), (u'Tofalar:', u""beli\u014b-\u0161i 'scary', beli\u014b-ne- 'be startled'""), (u'Kirghiz:', u""belim-\u010di 'a hysterical woman'""), (u'Kazakh:', u'beli\u014b'), (u'Noghai:', u""bele\u014b 'scary'""), (u'Bashkir:', u""bilen-d\xe4- 'to be scared, startled'"")]"
Proto-Turkic:;*bẹńŕ;"[(u'Karakhanid:', [u'bez (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u') 2']), (u'Turkish:', u'bez 2'), (u'Tatar:', [<i>biz</i>, u' 1, 2']), (u'Middle Turkic:', [u'bez (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u'), mez (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u') 1, 2']), (u'Uzbek:', u'bez 2'), (u'Uighur:', u'b\xe4z'), (u'Azerbaidzhan:', u'b\xe4z, v\xe4z'), (u'Turkmen:', u'm\u01dfz 2'), (u'Chuvash:', u""p\xfcr 'pus'""), (u'Tuva:', [<i>bes</i>, u' 1']), (u'Tofalar:', [<i>bes</i>, u' 1']), (u'Kirghiz:', u'bez 1, 2'), (u'Kazakh:', u'bez 1, 2'), (u'Noghai:', u'bez'), (u'Bashkir:', u'bi\u03b4'), (u'Balkar:', u'bez 1, 2'), (u'Karakalpak:', u'bez 1, 2'), (u'Kumyk:', u'bez 1, 2')]"
Proto-Turkic:;*beŋ;"[(u'Old Turkic:', u'me\u014b (OUygh.)'), (u'Karakhanid:', [u'me\u014b (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', [<i>ben,</i>, u' benek']), (u'Tatar:', u'bi\u014b'), (u'Middle Turkic:', [u'me\u014b (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Azerbaidzhan:', u'b\xe4n\xe4k'), (u'Turkmen:', u'me\u014b, menek'), (u'Khakassian:', u'mi\u014b'), (u'Oyrat:', u'me\u014b'), (u'Chuvash:', u'mi\u014b (may be < Tat.)'), (u'Yakut:', u'me\u014b'), (u'Dolgan:', u'me\u014b'), (u'Tuva:', u'me\u014b'), (u'Kirghiz:', u'me\u014b'), (u'Kazakh:', u'me\u014b'), (u'Noghai:', u'me\u014b'), (u'Bashkir:', u'mi\u014b'), (u'Gagauz:', [<i>ben,</i>, u' benek']), (u'Karakalpak:', u'me\u014b'), (u'Salar:', u'me\u014b'), (u'Kumyk:', u'mi\u014b')]"
Proto-Turkic:;*beŋ;"[(u'Old Turkic:', u'me\u014b (OUygh.)'), (u'Karakhanid:', [u'me\u014b (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', [<i>ben,</i>, u' be\u014b (dial.)']), (u'Middle Turkic:', [u'me\u014b (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Turkmen:', u'me\u014b'), (u'Yakut:', u'me\u014bi\xe4 < *me\u014b-eg (dimin.)'), (u'Dolgan:', u'me\u014be')]"
Proto-Turkic:;*beŋi;"[(u'Old Turkic:', u'be\u014bi, me\u014bi'), (u'Karakhanid:', [u'me\u014bi (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')'])]"
Proto-Turkic:;*bEŋiŕ;"[(u'Old Turkic:', u'be\u014biz (Orkh.), me\u014biz (OUygh.) 1'), (u'Karakhanid:', [u'me\u014biz 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'beniz 1, benze- 2'), (u'Middle Turkic:', [u'be\u014biz, me\u014biz 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u""m\xe4\u014biz 'cheek'""), (u'Azerbaidzhan:', u'b\xe4niz 1, b\xe4nz\xe4- 2'), (u'Turkmen:', u'me\u014biz 1, me\u014bze- 2'), (u'Khakassian:', [u'm\u012bs 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=237"" target=""_blank"">\u0412\u0435\u0440\u0431.</a>, u' - Abak.)']), (u'Oyrat:', u'm\u0113s 3'), (u'Tuva:', u'm\u0113s 3'), (u'Tofalar:', u'm\u0113\u0303s 3'), (u'Kazakh:', u""me\u014bze- 'to consider useful'""), (u'Gagauz:', u'beniz 1, benze- 2'), (u'Karaim:', u'be\u014bz 1, be\u014bze- 2'), (u'Karakalpak:', u'megze- 2')]"
Proto-Turkic:;*bEr-;[(u'Old Turkic:', u'ber-din 1 (Orkh., OUygh.), beri-je 2, ber-g\xe4r\xfc 2 (Orkh.)')]
Proto-Turkic:;*bẹr;"[(u'Karakhanid:', u""ber-t\xfc 'a tunic', bert\xfc-le-n- 'to wear a tunic'""), (u'Chuvash:', u'pir 2')]"
Proto-Turkic:;*ber;"[(u'Turkmen:', u'ber\u010d'), (u'Khakassian:', u'mir'), (u'Chuvash:', u'par'), (u'Yakut:', u'bert / berge'), (u'Kazakh:', [u""beri\u0161ek 'thick pus' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u')'])]"
Proto-Turkic:;*bẹŕ-;"[(u'Old Turkic:', u'bez- (Orkh.)'), (u'Karakhanid:', [u'bez- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'bez-'), (u'Tatar:', u'biz-'), (u'Middle Turkic:', [u'bez- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=252"" target=""_blank"">Qutb</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=165"" target=""_blank"">CCum</a>, u'.)']), (u'Uzbek:', u'bez-'), (u'Uighur:', u'b\xe4z-'), (u'Azerbaidzhan:', u'bez-, bezik-'), (u'Turkmen:', u'bezik-'), (u'Yakut:', u'bisk\u012b-'), (u'Kirghiz:', u'bez-'), (u'Kazakh:', u'bez-'), (u'Noghai:', u'bez-'), (u'Bashkir:', u'bi\u03b4-'), (u'Balkar:', u'bez-'), (u'Karaim:', u'bez-'), (u'Karakalpak:', u'bez-'), (u'Kumyk:', u'bez-')]"
Proto-Turkic:;*berk;"[(u'Old Turkic:', u'berk (OUygh.)'), (u'Karakhanid:', [u'berk (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'berk'), (u'Middle Turkic:', [u'berk (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Sary-Yughur:', u'perik'), (u'Azerbaidzhan:', u'b\xe4rk'), (u'Turkmen:', u'berk'), (u'Chuvash:', u'parga'), (u'Yakut:', u'bert'), (u'Dolgan:', u'bert'), (u'Kazakh:', u'beri\u0306k'), (u'Bashkir:', u'biri\u0306k')]"
Proto-Turkic:;*bert-;"[(u'Old Turkic:', u'bert- (OUygh.)'), (u'Karakhanid:', [u'bert- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'bert-'), (u'Tatar:', u'birt-'), (u'Middle Turkic:', [u""bertik 'bone' (in the context: bone fracture) ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Azerbaidzhan:', u'p\xe4rt-'), (u'Turkmen:', u'berti-'), (u'Khakassian:', u""pirt\u01ddk 'mutilation'""), (u'Shor:', u'peret-'), (u'Oyrat:', u'bert-in- (refl.)'), (u'Halaj:', u""p\xe4rt-l\xe4- `to throw'""), (u'Chuvash:', [<i>part</i>, u"" '(imit.) crackling'""]), (u'Tuva:', u""bertik 'mutilation'""), (u'Kirghiz:', u""bertik 'contortion', bertin- = mertin- (refl.)""), (u'Kazakh:', u""mertik 'contortion'""), (u'Noghai:', u""mertik 'contortion'""), (u'Bashkir:', u'birt-'), (u'Gagauz:', u'bert-'), (u'Karakalpak:', u'mert-')]"
Proto-Turkic:;*bes;[(u'Turkish:', u'dial. besim, pese\u0263\xfc, pesen'), (u'Tatar:', u'b\u025bs'), (u'Chuvash:', u'pas'), (u'Bashkir:', u'b\xe4\u0275')]
Proto-Turkic:;*bĕt;"[(u'Old Turkic:', [<i>bet</i>, u' 1 (OUygh.)']), (u'Turkish:', u""bet-beniz 'face colour'""), (u'Tatar:', u'bit 1, 2'), (u'Middle Turkic:', [<i>bet</i>, u' 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', [<i>bet</i>, u' 1, 2']), (u'Uighur:', u'b\xe4t 1, 2'), (u'Azerbaidzhan:', u""b\xe4t-b\xe4niz 'face colour'""), (u'Oyrat:', [<i>bet</i>, u' 1']), (u'Chuvash:', [<i>pat-</i>, u' 2 ', <i>(pit</i>, u' 1 < Tat.)']), (u'Yakut:', [<i>bet-</i>, u' 2']), (u'Tuva:', u'beti 2'), (u'Tofalar:', u""be't 2""), (u'Kirghiz:', [<i>bet</i>, u' 1, 2']), (u'Kazakh:', [<i>bet</i>, u' 1, 2']), (u'Noghai:', [<i>bet</i>, u' 1, 2']), (u'Bashkir:', [<i>bit</i>, u' 1, 2']), (u'Balkar:', [<i>bet</i>, u' 1, 2']), (u'Karaim:', [<i>bet</i>, u' 1']), (u'Karakalpak:', [<i>bet</i>, u' 1, 2']), (u'Kumyk:', [<i>bet</i>, u' 1, 2'])]"
Proto-Turkic:;*bẹ̄ken-;"[(u'Karakhanid:', u'biken- 1'), (u'Turkish:', u'be\u0263en- 1'), (u'Azerbaidzhan:', u'b\xe4j\xe4n- 1'), (u'Turkmen:', u'begen- 1'), (u'Chuvash:', u'pigen- 2'), (u'Kirghiz:', u""bek\u01d6 'big joy, feast'"")]"
Proto-Turkic:;*bẹ̄l(k);"[(u'Old Turkic:', u'be\u0323l (Yen., OUygh.) 1, 2'), (u'Karakhanid:', [u'be\u0323l (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u') 1']), (u'Turkish:', u'bel 1, 2, 3'), (u'Tatar:', u'bil 1, 2'), (u'Middle Turkic:', [u'be\u0323l 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'bel 1, 2'), (u'Uighur:', u'b\xe4l 1'), (u'Sary-Yughur:', u'pel\u0301 1, 2'), (u'Azerbaidzhan:', u'bel 3; 1'), (u'Turkmen:', u'b\u012bl 1'), (u'Khakassian:', u'pil 3; 1, 2'), (u'Oyrat:', u'bel 3; 1, 2'), (u'Halaj:', u'b\u012bel 1'), (u'Chuvash:', u'pil\u01ddk 1, 2, 3'), (u'Yakut:', u'b\u012bl 1'), (u'Tuva:', u'bel 1, 2'), (u'Tofalar:', u'bel 1'), (u'Kirghiz:', u'bel 1, 2'), (u'Kazakh:', u'bel 1, 2, 3'), (u'Noghai:', u'bel 1, 2'), (u'Bashkir:', u'bil 1, 2'), (u'Balkar:', u'bel 1'), (u'Gagauz:', u'bel 1'), (u'Karaim:', u'bel 1, 2'), (u'Karakalpak:', u'bel 1, 2, 3'), (u'Salar:', u'bil 1'), (u'Kumyk:', u'bel 1')]"
Proto-Turkic:;*bēr-;"[(u'Old Turkic:', u'ber- (Orkh., OUygh.)'), (u'Karakhanid:', [u'ber- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkish:', u'ver-'), (u'Tatar:', u'bir-'), (u'Middle Turkic:', [u'ber- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'ber-'), (u'Uighur:', u'b\xe4r-'), (u'Sary-Yughur:', u'per-'), (u'Azerbaidzhan:', u'ver-'), (u'Turkmen:', u'ber-'), (u'Khakassian:', u'pir-'), (u'Shor:', u'per-'), (u'Oyrat:', u'ber-'), (u'Halaj:', u'ver- (< Az.)'), (u'Chuvash:', u'par-'), (u'Yakut:', u'bier-'), (u'Dolgan:', u'bier-'), (u'Tuva:', u'ber-'), (u'Tofalar:', u'ber-'), (u'Kirghiz:', u'ber-'), (u'Kazakh:', u'ber-'), (u'Noghai:', u'ber-'), (u'Bashkir:', u'bir-'), (u'Balkar:', u'ber-'), (u'Gagauz:', u'ver-'), (u'Karaim:', u'ver-'), (u'Karakalpak:', u'ber-'), (u'Salar:', u'be(r)-,ve(r)-, v\u0113(r)-'), (u'Kumyk:', u'ber-')]"
Proto-Turkic:;*biagɨr;"[(u'Old Turkic:', u'ba\u0263\u0268r (OUygh.)'), (u'Karakhanid:', [u'ba\u0263\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u""ba\u0263\u0268r 'breast, bosom'""), (u'Tatar:', u'baw\u0268r'), (u'Middle Turkic:', [u'ba\u0263\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uighur:', u'be\u0263ir'), (u'Sary-Yughur:', u'ba\u0263\u0268r'), (u'Azerbaidzhan:', u'ba\u0263\u0268r'), (u'Turkmen:', u'baG\u0268r'), (u'Khakassian:', u'p\u0101r'), (u'Chuvash:', u'p\u01dd\u02b7ver'), (u'Yakut:', u'b\u0268ar'), (u'Dolgan:', u""b\u0268ar 'belly; liver'""), (u'Tuva:', u'b\u0101r'), (u'Tofalar:', u'b\u0101r'), (u'Kirghiz:', u'b\u014dr'), (u'Kazakh:', u'baw\u0268r'), (u'Noghai:', u'baw\u0268r'), (u'Bashkir:', u'baw\u0268r'), (u'Balkar:', u'bawur'), (u'Karaim:', u'ba\u0263\u0268r'), (u'Karakalpak:', u'baw\u0268r'), (u'Salar:', u'ba\u0263\u0268r')]"
Proto-Turkic:;*b(i)ăk;"[(u'Oyrat:', u'ba\u0263aj'), (u'Yakut:', u""ba\u0263aj\u0268 'fool, monster'""), (u'Tuva:', u""ba'q""), (u'Tofalar:', u""ba'q"")]"
Proto-Turkic:;*bialɨk;"[(u'Old Turkic:', u'bal\u0268q (Orkh., OUygh.)'), (u'Karakhanid:', [u'bal\u0268q (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Middle Turkic:', [u'bal\u0268q (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Sary-Yughur:', u'bal\u0268q, paluq'), (u'Halaj:', u""baluq '\u0434\u0435\u0440\u0435\u0432\u043d\u044f'""), (u'Chuvash:', u'p\xfcler')]"
Proto-Turkic:;*b(i)altɨr;"[(u'Old Turkic:', u'balt\u0268r (OUygh.)'), (u'Karakhanid:', [u'bald\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'bald\u0268r'), (u'Tatar:', u'balt\u0268r'), (u'Middle Turkic:', [u'bald\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u'), balt\u0268r (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'b\u0254ldir'), (u'Azerbaidzhan:', u'bald\u0268r'), (u'Turkmen:', u'bald\u0268r'), (u'Khakassian:', u'palt\u0268r'), (u'Shor:', u'palt\u0268r'), (u'Oyrat:', u'balt\u0268r'), (u'Yakut:', u'ball\u0268r'), (u'Tuva:', u""ba'ld\u0268r""), (u'Tofalar:', u'bald\u0268r'), (u'Kirghiz:', u'balt\u0268r'), (u'Kazakh:', u'balt\u0268r'), (u'Noghai:', u'balt\u0268r'), (u'Bashkir:', u'balt\u0268r'), (u'Balkar:', u'balt\u0268r, bald\u0268r'), (u'Gagauz:', u'bald\u0268r'), (u'Karaim:', u'bald\u0268r'), (u'Karakalpak:', u'balt\u0268r'), (u'Kumyk:', u'bald\u0268r')]"
Proto-Turkic:;*b(i)ar-k;"[(u'Old Turkic:', u'barq 1, 2 (Orkh., OUygh.)'), (u'Karakhanid:', [u'barq 1, 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', [<i>bark</i>, u' 2']), (u'Middle Turkic:', [u'barq 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'barq 1'), (u'Azerbaidzhan:', u""bar\u0268 'fence'""), (u'Kumyk:', u""baru 'fence'"")]"
Proto-Turkic:;*biarŋak;"[(u'Karakhanid:', [u'barmaq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=193"" target=""_blank"">Tefs.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkish:', u'parmak, dial. barnak'), (u'Tatar:', u'barmaq, dial. barnaq'), (u'Middle Turkic:', [u'barmaq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uzbek:', u'barm\u0254q'), (u'Uighur:', u'barmaq'), (u'Azerbaidzhan:', u'barmaG'), (u'Turkmen:', u'barmaq'), (u'Halaj:', u'barmaq'), (u'Chuvash:', u'p\xfcrne'), (u'Kirghiz:', u'barmaq'), (u'Kazakh:', u'barmaq'), (u'Noghai:', u'barmaq'), (u'Bashkir:', u'barmaq, (Pallas) parnaq'), (u'Balkar:', u'barmaq'), (u'Gagauz:', u'parmaq'), (u'Karaim:', u'barmaq'), (u'Karakalpak:', u'barmaq'), (u'Salar:', u'parmax'), (u'Kumyk:', u'barmaq')]"
Proto-Turkic:;*b(i)at;[(u'Old Turkic:', [<i>bat</i>, u' (Orkh., OUygh.)']), (u'Tuva:', u'pat')]
Proto-Turkic:;*b(i)ā-;"[(u'Old Turkic:', u""ba- 1, 2, ba-\u0263 3, 4, 'confederation' (Orkh., OUygh.)""), (u'Karakhanid:', [u'ba- 1, 2, ba-\u0263 3, 4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=270"" target=""_blank"">At.</a>, u')']), (u'Turkish:', u'ba-\u0263 3, 4, ba-\u0263-la- 1,2'), (u'Tatar:', u'baw 3, 4, b\u025bj 4'), (u'Middle Turkic:', u'ba\u0263 4'), (u'Uzbek:', u'b\u0254\u0263 3, 4'), (u'Uighur:', u'ba\u0263 3, 4'), (u'Sary-Yughur:', u'pa\u0263 4'), (u'Azerbaidzhan:', u'ba\u0263 3, 4'), (u'Turkmen:', u'b\u0101G 4'), (u'Khakassian:', u'(dial.) pa\u0263 (Kyz.) 4'), (u'Shor:', [u'pa\u0263 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u') 4']), (u'Oyrat:', [<i>b\u016b</i>, u' 4']), (u'Halaj:', u'v\u0101- 1, ba\u0263 4 (ba\u0263 m.b. < Ogh.)'), (u'Chuvash:', u'p\u044ajav 4'), (u'Yakut:', u'b\u0101-j- 1, 2, b\u0268a 4'), (u'Dolgan:', u'b\u0101-j- 1, b\u0268a 4'), (u'Tuva:', u'ba\u0263-la- 1'), (u'Tofalar:', u'Ba\u0263 4'), (u'Kirghiz:', u'b\u014d 3, 4'), (u'Kazakh:', u'baw 3, 4'), (u'Noghai:', u'baw 4'), (u'Bashkir:', u'baw 4, b\xe4j 4'), (u'Balkar:', u'baw 4'), (u'Gagauz:', u'b\u0101-la- (< *bag-la-) 1'), (u'Karaim:', u'ba\u0263 3, 4'), (u'Karakalpak:', u'baw 3, 4'), (u'Salar:', u'ba\u03c7 4'), (u'Kumyk:', u'baw 3, 4')]"
Proto-Turkic:;*b(i)āka;"[(u'Old Turkic:', u'baqa (OUygh.)'), (u'Karakhanid:', [u'baqa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'b\u0101'), (u'Tatar:', u'baqa'), (u'Middle Turkic:', [u'baqa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u'), baqqa (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uzbek:', u'baqa'), (u'Uighur:', u'baqa, paqa'), (u'Azerbaidzhan:', u'ba\u0263a'), (u'Turkmen:', u'Gurb\u0101\u0263a'), (u'Khakassian:', u'pa\u0263a'), (u'Shor:', u'pa\u0263a'), (u'Oyrat:', u'baqa'), (u'Halaj:', u""b\u0101qa 'turtle'""), (u'Yakut:', u'ba\u0263a'), (u'Tuva:', u'pa\u0263a'), (u'Tofalar:', u'ba\u0263a'), (u'Kirghiz:', u'baqa'), (u'Kazakh:', u'baqa'), (u'Noghai:', u'baqa'), (u'Balkar:', u'maqa'), (u'Gagauz:', u'qurb\u0101'), (u'Karaim:', u'baqa'), (u'Karakalpak:', u'baqa'), (u'Salar:', u'pa\u0263a'), (u'Kumyk:', u'baqa')]"
