language family;word;etymology
Proto-Turkic:;*gȫpek;"[(u'Karakhanid:', [u'k\xf6bek (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkish:', u'g\xf6bek'), (u'Tatar:', u'k\xfcb\xe4k (dial.)'), (u'Middle Turkic:', [u'k\xf6bek (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Azerbaidzhan:', u'g\xf6b\xe4k'), (u'Turkmen:', u'g\xf6\u0304bek'), (u'Chuvash:', u'k\u044a\u02b7vaba'), (u'Gagauz:', u'g\xf6bek'), (u'Karaim:', u'k\xf6bek')]"
Proto-Turkic:;*güb-;"[(u'Old Turkic:', u'k\xfcvez 3, k\xfcven- 1 (OUygh.)'), (u'Karakhanid:', [u'k\xfcvez 3, k\xfcven- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'g\xfcven- 1, 2'), (u'Middle Turkic:', [u'k\xfcven- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Azerbaidzhan:', u'g\xfcv\xe4n- 1,2'), (u'Turkmen:', u""g\xf6vne- 'to approve'""), (u'Noghai:', u'k\xfcjez 3'), (u'Bashkir:', u'k\xf6j\xe4\u03b4 3')]"
Proto-Turkic:;*gübeč;"[(u'Karakhanid:', [u'k\xfcve\u010d ((', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'g\xfcve\u010d'), (u'Uzbek:', u'k\xf6v\xe4\u0161 (dial.)'), (u'Azerbaidzhan:', u'g\xfcv\xe4\u01ef'), (u'Turkmen:', u'g\xf6we\u010d'), (u'Oyrat:', [u""k\xf6\u0304\u0161 'skull' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=237"" target=""_blank"">\u0412\u0435\u0440\u0431.</a>, u')']), (u'Gagauz:', u'g\xfcve\u010d')]"
Proto-Turkic:;*güči-;"[(u'Turkish:', u'g\xfc\u010den, g\xfc\u010d\xfcgen'), (u'Tatar:', u'k\xf6c\xf6g\xe4n (Sib.)'), (u'Middle Turkic:', [u'k\xfc\u010digen (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=185"" target=""_blank"">Houts.</a>, u')']), (u'Oyrat:', u'k\xfc\u010d\xfcgen (Tel.)'), (u'Chuvash:', u""kaj\u044ak-k\u01dd\u017e\u01ddk, kaj\u044ak-k\u01dd\u0161 'animals and birds'""), (u'Kirghiz:', u'k\xfc\u010d\xfcgen'), (u'Kazakh:', u'k\xfc\u0161igen'), (u'Bashkir:', u'k\xf6s\xf6g\xe4n (dial.)'), (u'Karakalpak:', u'k\xfc\u0161igen')]"
Proto-Turkic:;*güde-;"[(u'Old Turkic:', u'k\xfcdeg\xfc 1, k\xfcden 2 (OUygh.)'), (u'Karakhanid:', [u'k\xfcdeg\xfc 1, k\xfcden 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'g\xfcveji 1'), (u'Tatar:', u'kij\xe4w 1'), (u'Middle Turkic:', [u'k\xfcjew 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'kuj\u0254w 1'), (u'Uighur:', u'k\xfcjo\u0263ul 1 (*k\xfcj\xf6-o\u0263ul)'), (u'Sary-Yughur:', u'kuze\u0263\u0268 1'), (u'Azerbaidzhan:', u'gijev 1'), (u'Turkmen:', u'gijev 1'), (u'Khakassian:', u'k\u01ddz\xf6 1'), (u'Shor:', u'k\xfcze 1'), (u'Oyrat:', u'k\xfcj\xfc 1'), (u'Halaj:', u'kideji 1'), (u'Chuvash:', u'k\u01ddr\xfc 1'), (u'Yakut:', u'k\xfct\xfc\xf6 1'), (u'Dolgan:', u'k\xfct\xfc\xf6 1'), (u'Tuva:', u'k\xfcd\u0113 1'), (u'Tofalar:', u'h\xfcd\u01df 1'), (u'Kirghiz:', u'k\xfcj\xf6\u0304 1'), (u'Kazakh:', u'k\xfcjew 1'), (u'Noghai:', u'kijew 1'), (u'Bashkir:', u'kej\xe4w 1'), (u'Balkar:', u'kijew 1'), (u'Gagauz:', u'g\xfcv\u01df 1'), (u'Karaim:', u'gijav 1'), (u'Karakalpak:', u'k\xfcjew 1'), (u'Salar:', [u'kui 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=231"" target=""_blank"">\u0421\u0421\u042f</a>, u')']), (u'Kumyk:', u'gijev 1')]"
Proto-Turkic:;*gül;"[(u'Turkish:', u""gil 'family (as a second part of compound)', (dial.) 3""), (u'Azerbaidzhan:', u""gil 'family (as a second part of compound)'""), (u'Chuvash:', u'kil, k\xfcl 2'), (u'Yakut:', u'k\xfcl\xe4 1')]"
Proto-Turkic:;*güńe / *guńa;"[(u'Karakhanid:', [u'k\xfcj\xe4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'g\xfcve'), (u'Tatar:', u'k\xf6j\u025b'), (u'Uzbek:', u'kuja'), (u'Azerbaidzhan:', u'g\xfcv\xe4'), (u'Turkmen:', u'g\xfcje'), (u'Khakassian:', u'k\u01d6'), (u'Shor:', u""quja 'Kellerwurm'""), (u'Oyrat:', u'k\xfcje, quja'), (u'Chuvash:', u'k\u01dd\u02b7ve'), (u'Yakut:', u'k\xf6j\u0303\xfcr, k\xfcj\xfcr'), (u'Kazakh:', u'k\xfcje'), (u'Noghai:', u'k\xfcje'), (u'Bashkir:', u'k\xf6j\xe4'), (u'Balkar:', u'k\xfcje'), (u'Karakalpak:', u'k\xfcje')]"
Proto-Turkic:;*gün(eĺ) / *guńaĺ;"[(u'Old Turkic:', [u'k\xfcn 1, 2 (Orkh., OUygh.), k\xfcne\u0161 3 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">YB</a>, u'), isig quja\u0161 4 (OUygh. - Br.)']), (u'Karakhanid:', [u'k\xfcn 1, 2, quja\u0161 4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), k\xfcne\u0161 3 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=193"" target=""_blank"">Tefs.</a>, u')']), (u'Turkish:', u'g\xfcn 2, g\xfcne\u0161 1, (dial.) guja\u0161 1'), (u'Tatar:', u'k\xf6n 1, 2, qoja\u0161 1'), (u'Middle Turkic:', [u'quja\u0161 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u'), k\xfcne\u0161 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=214"" target=""_blank"">\u0411\u043e\u0440. \u0411\u0430\u0434.</a>, u'), k\xfcn 1, 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uzbek:', u'kun 1, 2, quj\u0254\u0161 1'), (u'Uighur:', u'k\xfcn 1, 2, (dial.) qoja\u0161 1'), (u'Sary-Yughur:', u'kun 1, 2'), (u'Azerbaidzhan:', u'g\xfcn 1, 2, g\xfcn\xe4\u0161 1'), (u'Turkmen:', u'g\xfcn 1, 2, g\xfcne\u0161 1, 4, quj\u0101\u0161 1 (dial.)'), (u'Khakassian:', u'k\xfcn 1, 2'), (u'Shor:', u'k\xfcn 1, 2, quja\u0161 1'), (u'Oyrat:', u'k\xfcn 1, 2, dial. quja\u0161 1 (Kumd., Leb.)'), (u'Halaj:', [<i>kin,</i>, u"" k\xfcn 1, 2, kin\xe4\u0161 'sonnig'""]), (u'Chuvash:', u'kon 2, x\u01dd\u02b7vel 1'), (u'Yakut:', u""k\xfcn 1, 2, kuj\u0303\u0101s 'heat'""), (u'Dolgan:', u""k\xfcn 1, kun\u0301\u0101s 'heat'""), (u'Tuva:', u'x\xfcn 1, 2'), (u'Tofalar:', u'x\xfcn 1, 2'), (u'Kirghiz:', u'k\xfcn 1, 2'), (u'Kazakh:', u'k\xfcn 1, 2'), (u'Noghai:', u'k\xfcn 1, 2, q\u0268jas 4'), (u'Bashkir:', u'k\xf6n 1, 2, k\xf6n\xe4s 4, qoja\u0161 1'), (u'Balkar:', u'k\xfcn 1, 2'), (u'Gagauz:', u'g\xfcn 1, 2, g\xfcne\u0161 1'), (u'Karaim:', u'k\xfcn 1, 2, k\xfcne\u0161 1, quja\u0161, qujas 1'), (u'Karakalpak:', u'k\xfcn 1, 2, quja\u0161 1'), (u'Salar:', u'g\u01d6n 1, 2'), (u'Kumyk:', u'g\xfcn 1, 2 g\xfcne\u0161 1')]"
Proto-Turkic:;*čɨka-ń;"[(u'Tatar:', u'c\u0268\u0263anaq parmaq (Sib.)'), (u'Chuvash:', u""\u010daGan 'cock's spurs, knots on horse's front legs'""), (u'Yakut:', u'\u010d\u0268k\u0268ja (with irregular phonology)'), (u'Bashkir:', u's\u0268\u0263anaq, s\u0268\u0263ansaq (dial.)'), (u'Balkar:', u'\u010d\u0268qanaj')]"
Proto-Turkic:;*čɨkanak;"[(u'Tatar:', u'c\u0268\u0263anak (Sib.)'), (u'Oyrat:', [u'\u010d\u0268\u0263anak, dial. \u010d\u0101naq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=237"" target=""_blank"">\u0412\u0435\u0440\u0431.</a>, u')']), (u'Bashkir:', u's\u0268\u0263anaq, dial. s\u0268\u0263ansaq')]"
Proto-Turkic:;*čɨkan(ak);"[(u'Tatar:', u'c\u0268\u0263anaq (dial.)'), (u'Middle Turkic:', [u'\u010da\u0263anaq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=165"" target=""_blank"">CCum</a>, u'., ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u')']), (u'Uzbek:', u'\u010dek\xe4n\xe4k (dial.)'), (u'Uighur:', u'\u01ef\xe4jn\xe4k'), (u'Sary-Yughur:', u'\u010dikenek'), (u'Khakassian:', u'\u010d\u0268\u0263anax'), (u'Shor:', u'\u0161\u0268\u0263anaq'), (u'Oyrat:', u'\u010da\u0263anaq'), (u'Chuvash:', u""\u010dike 'cubit'""), (u'Tuva:', u'\u0161enek'), (u'Tofalar:', u""\u010de'hen\u025bk""), (u'Kirghiz:', u'\u010d\u0268qanaq'), (u'Kazakh:', u""\u0161\u0268\u0263anaq 'bay'""), (u'Noghai:', u'\u0161\u0268\u0263anaq'), (u'Bashkir:', u's\u0268\u0263anaq (dial.)'), (u'Balkar:', u'\u010d\u0268na'), (u'Karaim:', u'c\u0268\u0263anaq'), (u'Karakalpak:', u'\u0161\u0268\u0263anaq')]"
Proto-Turkic:;*čɨm-;"[(u'Turkish:', u'\u010dimdik, \u010dim\u01efik 2'), (u'Tatar:', u'\u010dem\u010de-t-, \u010dem\u010de-n- 1, \u010dem\u010dek 2'), (u'Middle Turkic:', [u'\u010dimdi- 1, \u010dimdik 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u'), (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=165"" target=""_blank"">CCum</a>, u'.) \u010d\u0268md\u0268- 1']), (u'Uzbek:', u'\u010dim-, \u010dim\u010di-, \u010dim\u010di-la-, \u010dimdi-, \u010dimi-t- 1, \u010dimdi-m 2'), (u'Uighur:', u'\u010dimdi-, \u010dimqi- 1, \u010d\u0268mdim 2'), (u'Sary-Yughur:', u""\u01ef\u0301ume- 'to pick out, pull out'""), (u'Azerbaidzhan:', u'\u010dimdik-le- 1, \u010dimdik 2'), (u'Turkmen:', u'\u010d\xfcmm\xfck 2'), (u'Khakassian:', u'\u010d\u0268m\u01ef\u0268-la- 1, \u010d\u0268m\u010d\u0268x 2'), (u'Shor:', u'\u0161im\u010di- 1, \u0161im\u010dik 2'), (u'Oyrat:', u'\u010d\u0268m\u010d\u0268- 1, \u010d\u0268m\u010d\u0268-m 2'), (u'Chuvash:', u'\u010d\u01ddb\u01ddt- 1, \u010d\u01ddpt\u01ddm, \u010d\u01ddpk\u01ddm 2 (?)'), (u'Tuva:', u'\u0161\u0268m\u010d\u0268- 1, \u0161\u0268m\u010d\u0268m 2'), (u'Tofalar:', u'\u0161\u0268m\u01ef\u0268- 1, \u0161\u0268m\u01ef\u0268m 2'), (u'Kirghiz:', u'\u010d\u0268m\u010d\u0268-, \u010d\u0268m\u010d\u0268-la- 1, \u010d\u0268m\u010d\u0268m 2'), (u'Kazakh:', u'\u0161\u0268m\u0161\u0268-, \u0161\u0268m\u0161\u0268-la- 1'), (u'Noghai:', u'\u0161\u0268mt\u0268- 1, \u0161\u0268mq\u0268m 2'), (u'Bashkir:', u'semte- 1, semte-m 2'), (u'Balkar:', u'\u010dimdi- 1'), (u'Gagauz:', u'\u010dimdik 2'), (u'Karaim:', u""\u010dimde- 1, \u010dimdik 2, c\u0268mda-, \u010d\u0268mda- 'to bite'""), (u'Karakalpak:', u'\u0161\u0268m\u0161\u0268-, \u0161\u0268m\u0161\u0268-la- 1, \u0161\u0268m, \u0161\u0268m\u0161\u0268m 2')]"
Proto-Turkic:;*čɨm;"[(u'Karakhanid:', u'\u010d\u0268/im 1, \u010dimgen 1, 2'), (u'Turkish:', u""\u010dimen 2, \u010dim 1; \u010demen '\u0442\u043c\u0438\u043d; \u043f\u0430\u0436\u0438\u0442\u043d\u0438\u043a'""), (u'Uzbek:', u'\u010daman 2, \u010dim 1'), (u'Uighur:', u'\u010dim 1, \u010dim\xe4n 2'), (u'Azerbaidzhan:', u'\u010d\xe4m\xe4n 2, \u010dim 1'), (u'Turkmen:', u""\u010demen 2, 'bundle, bouquet'""), (u'Khakassian:', u""\u010d\u0268m-\u010dol\u0263aj '\u0445\u043b\u0435\u0431\u0435\u043d\u043a\u0438 (an edible bulbous plant')""), (u'Oyrat:', u""\u010demene '\u043f\u043e\u0442\u043d\u0438\u0447\u043d\u0430\u044f \u0442\u0440\u0430\u0432\u0430'""), (u'Halaj:', u'\u010d\xe4m\xe4n, \u010dim\xe4n 2  (< Pers.?)'), (u'Chuvash:', u""\u010dem\u010dem/n '\u0433\u043e\u0440\u0435\u0446, \u043f\u0442\u0438\u0447\u044c\u044f \u0433\u0440\u0435\u0447\u0438\u0448\u043a\u0430' (\u0414\u043c\u0438\u0442\u0440\u0438\u0435\u0432\u0430-\u0421\u0430\u043b\u043b\u043e\u043d\u0442\u0430\u0438 VII, 49)""), (u'Kirghiz:', u""\u010d\u0268m 1; \u010demir\u010dek '\u0442\u0440\u0430\u0432\u044f\u043d\u0438\u0441\u0442\u043e\u0435 \u0440\u0430\u0441\u0442\u0435\u043d\u0438\u0435 \u0441\u043e \u0441\u044a\u0435\u0434\u043e\u0431\u043d\u044b\u043c \u043a\u043e\u0440\u043d\u0435\u043c' (cf. also \u010d\u0268m\u0268ld\u0268q '\u043f\u043e\u0432\u0438\u043b\u0438\u043a\u0430', \u010d\u0268m\u0268ld\u0268r\u0268q, \u010d\u0268m\u0268nd\u0268q (dial.) '\u0447\u0438\u043d\u0430')""), (u'Kazakh:', u'\u0161\u0268m 1'), (u'Noghai:', u'\u0161\u0268m 1'), (u'Gagauz:', u'\u010dim 1, \u010dimen 1, 2')]"
Proto-Turkic:;*čɨm- / *čum- (*čom-);[(u'Karakhanid:', u'\u010domaq 2'), (u'Uighur:', u'\u010dom\u010dak 1'), (u'Azerbaidzhan:', u'\u010domaG 2'), (u'Turkmen:', u'\u010d\xf6mmek 1'), (u'Chuvash:', u'\u010d\u044a\u02b7mak 3')]
Proto-Turkic:;*čɨmɨč-;"[(u'Old Turkic:', u'\u010d\u0268\u010damuq (OUygh.)'), (u'Karakhanid:', [u'\u010d\u0268\u010damuq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Uzbek:', u'\u010dim\u010dal\u0254q'), (u'Uighur:', u'\u010dimalik'), (u'Khakassian:', u's\u0268mal\u010d\u0268x, \u010d\u0268mal\u010d\u0268x'), (u'Shor:', u'\u0161\u0268mal\u0268q'), (u'Oyrat:', u'\u010d\u0268mal (dial.)'), (u'Tuva:', u'\u0161uma\u0161'), (u'Kirghiz:', u'\u010d\u0268m\u010dalaq')]"
Proto-Turkic:;*čɨmur;"[(u'Oyrat:', u'\u010domur 2'), (u'Chuvash:', u'\u010d\u044a\u02b7m\u044a\u02b7r 3'), (u'Tofalar:', [u'\u0161omur 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=224"" target=""_blank"">\u0420\u0430\u0441. \u0424\u0438\u041b</a>, u' 89, 231)'])]"
Proto-Turkic:;*čɨpčɨk;"[(u'Karakhanid:', [u'(MKypch.) \u010dap\u010duq, \u010d\u0268p\u010d\u0268q (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=262"" target=""_blank"">AH</a>, u'), \u0161\u0268p\u0161\u0268q (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=163"" target=""_blank"">Ettuhf.</a>, u')']), (u'Turkish:', u'\u010dim\u010dek, (dial.) \u010dab\u010d\u0268k, \u010d\u0268p\u010d\u0268k'), (u'Tatar:', u'\u010d\u0268p\u010d\u0268q, dial. \u010d\u0268p\u0268j'), (u'Middle Turkic:', [u'\u010d\u0268p\u010duq, \u010dup\u010duq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u'), \u010dim\u010dik (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'\u010dum\u010duq'), (u'Uighur:', u'tumu\u010duq'), (u'Turkmen:', u'\u010d\u0268m\u010d\u0268q, dial. \u010d\u0268p\u01ef\u0268q'), (u'Shor:', [u""\u010dim\u010dige\u0161 'titmouse' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=237"" target=""_blank"">\u0412\u0435\u0440\u0431.</a>, u', Upper-Kond.)']), (u'Oyrat:', [u""\u010dibil\u010dik (dial.) 'a k. of bird' (R, "", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=237"" target=""_blank"">\u0412\u0435\u0440\u0431.</a>, u', Kumd.)']), (u'Kirghiz:', u""\u010d\u0268m\u010d\u0268q; \u010dimeldirek (South.) 'a small green bird'""), (u'Kazakh:', u'\u0161\u0268b\u0268\u0161\u0268q'), (u'Noghai:', u'\u0161\u0268m\u0161\u0268q'), (u'Bashkir:', u""s\xe4pseq 'wagtail; (dial.) sparrow', s\u0268pqaj '\u0443\u0442\u043a\u0430-\u043f\u043e\u0433\u0430\u043d\u043a\u0430'""), (u'Karaim:', u'c\u0268fc\u0268q'), (u'Karakalpak:', u'\u0161\u0268m\u0161\u0268q'), (u'Kumyk:', u'\u01efim\u010diq, dial. \u010dim\u010dik')]"
Proto-Turkic:;*čɨ̄gań;"[(u'Old Turkic:', u'\u010d\u0268\u0263an\u0301 (Orkh.), \u010d\u0268\u0263aj (OUygh.) 1'), (u'Karakhanid:', [u'\u010d\u0268\u0263aj (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), \u010d\u0268\u0263an (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u' - Argu) 1']), (u'Turkish:', u'\u010d\u0268\u0263aj, \u010d\u0268\u0263an (dial.) 1'), (u'Middle Turkic:', [u'\u010d\u0268\u0263aj (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=215"" target=""_blank"">R</a>, u'), \u010d\u0268\u0263an (R, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u') 1']), (u'Khakassian:', u's\u0101j 2'), (u'Shor:', u'\u0161\u0101j 2'), (u'Karaim:', u'\u010d\u0268j\u0268r 2 (with an unexplained -r)'), (u'Kumyk:', u'\u010d\u0268\u0263\u0268n 3')]"
Proto-Turkic:;*čɨ̄p;"[(u'Karakhanid:', [u'\u010d\u0268p, \u010d\u0268b\u0268q (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'\u010d\u0268b\u0268k, \u010dubuk'), (u'Tatar:', u""\u010d\u0268b\u0268q [\u010d\u0268b\u0268rq\u0268 'lash']""), (u'Middle Turkic:', [u'\u010dubuq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'\u010diviq'), (u'Uighur:', u'\u010diviq'), (u'Azerbaidzhan:', u'\u010dubuG'), (u'Turkmen:', u'\u010d\u0268\u0304b\u0268q'), (u'Khakassian:', u's\u0268m\u0268x'), (u'Shor:', u'\u0161\u0268m\u0268q'), (u'Oyrat:', u'\u010d\u0268b\u0268q'), (u'Chuvash:', u""\u010d\u044ab\u044ak 'lash'""), (u'Tuva:', u'\u0161\u0268v\u0268q'), (u'Tofalar:', u'\u0161\u0268b\u0268q'), (u'Kirghiz:', u'\u010d\u0268b\u0268q'), (u'Kazakh:', u'\u0161\u0268b\u0268q'), (u'Noghai:', u'\u0161\u0268b\u0268q'), (u'Bashkir:', u's\u0268b\u0268q'), (u'Balkar:', u""\u010d\u0268b\u0268q 'lash'""), (u'Gagauz:', u'\u010d\u0268b\u0268q'), (u'Karaim:', u""c\u0268buq, cubuq, \u010dubuq 'lash'""), (u'Karakalpak:', u'\u0161\u0268b\u0268q'), (u'Kumyk:', u'\u010dubuq')]"
Proto-Turkic:;*čɨ̄pgan;"[(u'Karakhanid:', [u'\u010d\u0268b\u0268qan (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u') 1']), (u'Turkish:', u'\u010d\u0268ban 1'), (u'Tatar:', u""\u010duwan 1, \u010debi '\u0446\u044b\u043f\u043a\u0438'""), (u'Middle Turkic:', [u'\u010d\u0268ban (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u') 1']), (u'Uzbek:', u'\u010dipq\u0254n 1'), (u'Azerbaidzhan:', u'\u010diban1, \u010divz\xe4 2'), (u'Turkmen:', u'\u010d\u0268\u0304ban 1'), (u'Shor:', u'\u0161\u0268b\u0268r\u0263an 2'), (u'Oyrat:', [u'\u010d\u0268b\u0268tqan, (dial. - ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=237"" target=""_blank"">\u0412\u0435\u0440\u0431.</a>, u') \u010dibi\u0161ke 2']), (u'Chuvash:', u's\u0301\u044a\u02b7ban, s\u0301\u044a\u02b7van 1'), (u'Tuva:', u'\u0161ivi\u0161ki 2'), (u'Tofalar:', u'\u0161ibi\u0161ki 2, 1'), (u'Kazakh:', u'\u0161\u0268jqan 1'), (u'Noghai:', u'\u0161\u0268jqan, dial. \u0161uba 1'), (u'Bashkir:', u""s\xe4b\xe4rt- '\u043e\u0431\u043c\u0435\u0442\u0430\u0442\u044c \u0433\u0443\u0431\u044b', sebe\u0161ke '\u0446\u044b\u043f\u043a\u0438'""), (u'Gagauz:', u'\u010d\u0268ban 1'), (u'Karaim:', u'c\u0268ban, \u010d\u0268ban 1')]"
