word;etymology;related
yağı;orig	Eski Türkçe,yaġı	;
tayming;orig	İngilizce ,timing	İngilizce ,time	Eski İngilizce ,tīma	Germence,*tīman	;
tendon;orig	İngilizce ,tendon	Geç Latince,tendo, tendonem	Eski Yunanca,ténōn	Eski Yunanca,teinō	;
bağdaş|mak;orig	Eski Türkçe,baġda-	;
rezalet;orig	Arapça,rḏl	Arapça,raḏila	;
buut;orig	Arapça,bˁd	Arapça,baˁuda	;
tahkim;orig	Arapça,ḥkm	Arapça,ḥakkama	Arapça,ḥakama	;
iglu;orig	İngilizce ,igloo	İnuit (Eskimo) dilinde,iglu	;
beyhude;orig	Farsça,bī-huda	Farsça,huda	Orta Farsça,hudahag	Orta Farsça,hu	Orta Farsça,dādan, dah-	;
ağaç;orig	Eski Türkçe,yıġaç	;
minibüs;orig	Fransızca ve İngilizce ,minibus	Fransızca ve İngilizce ,mini	Fransızca ve İngilizce ,autobus	;
yekin|mek;orig	Türkiye Türkçesi,yekin	Farsça,yak	;
sampan;orig	Fransızca ve İngilizce ,sampan	Çince ,sam pán	;
memnun;orig	Arapça,mnn	Arapça,manna	;
sün|mek;orig	Orta Türkçe (sadece Kıpçak ve Oğuz lehçelerinde),sün-	Eski Türkçe,sun-	;
kargış;orig	Eski Türkçe,karġış	Eski Türkçe,karġa-	Eski Türkçe,karak	;
eda;orig	Arapça,Ady	;
matara;orig	Arapça,maṭara(t)	Aramice/Süryanice,nṭr	;
optimum;orig	Fransızca ,optimum	Latince,optimus	Latince,*opere, opt-	;
durak;orig	Eski Türkçe,turġak	Eski Türkçe,tur-	;
rikkat;orig	Arapça,rḳḳ	Arapça,raḳḳa	;
iskat;orig	Arapça,sḳṭ	Arapça,saḳaṭa	;
nefaset;orig	Arapça,nfs	Arapça,nafīs	;
sfer(o)+;orig	Fransızca ,sphéro+, +sphère	İngilizce ,sphero+ 	Eski Yunanca,sphaîra	Eski Yunanca,spaírō	;
saka;orig	Arapça,sḳy	Arapça,saḳā	;
ferace;orig	Arapça,frc	Aramice/Süryanice,parəgod	Orta Yunanca,paragōdēs	;
protein;orig	Fransızca ,protéine	Eski Yunanca,proteîos	Eski Yunanca,prôtos	;
git|mek;orig	Eski Türkçe,kit-	;
giran;orig	Farsça,girān	Farsça,giriftan, gir	;
ümük;orig	Türkiye Türkçesi,üŋük	Eski Türkçe,ün-	;
halk;orig	Arapça,χlḳ	Arapça,χalaḳa	Aramice/Süryanice,χlḳ	;
ankesör;orig	Fransızca ,encaisseur	Fransızca ,encaisser	Fransızca ,caisse	;
fıskiye;"none	<p> <i>fıs </i>veya<i> fış</i> ""su püskürtme sesi"" ses yansımalı sözcüğünden türetilmiştir. </p>";
eroin;orig	Fransızca ve İngilizce ,heroine	Almanca ,Heroin	Eski Yunanca,ʰéros	;
hoş;orig	Farsça ve Orta Farsça,χʷoş 	Farsça ve Orta Farsça,χoşnūd	;
aneks;orig	Fransızca ve İngilizce ,annexe	Latince,adnexus	Latince,adnectere	Latince,nectere, nex-	Hintavrupa Anadilinde,*ned-	;
hünsa;orig	Arapça,χns̠	;
melanet;orig	Arapça,lˁn	Arapça,laˁana	;
iddia;orig	Arapça,dˁw	Arapça,daˁā	;
müştak;orig	Arapça,şwk	Arapça,şāḳa	;
flegmatik;orig	Fransızca ,phlegmatique	Eski Yunanca,phlegmatikós	Eski Yunanca,phlégma	Eski Yunanca,phlégō	Hintavrupa Anadilinde,*bhleg-	Hintavrupa Anadilinde,*bhel-<sup>1</sup>	;
çeper;orig	Farsça,çapar 	Farsça,çapīdan	;
meyan;orig	Farsça,būyān	Farsça,būy	;
arın|mak;orig	Eski Türkçe,arın-	Eski Türkçe,arı-	;
parafin;orig	Fransızca ,paraffine	Almanca ,Paraffin	Latince,parum	Latince,affinis	;
hab;orig	Farsça,χʷāb	Avesta (Zend) dilinde,χʷafna	Hintavrupa Anadilinde,*swep-no-	Hintavrupa Anadilinde,*swep-	;
tarikat;orig	Arapça,ṭarīḳa<sup>t</sup>	Arapça,ṭarīḳ	;
anafilaksi;orig	Fransızca ,anaphylaxie	İngilizce ,anaphylaxy	Eski Yunanca,phýlaksis	Eski Yunanca,phýlazō	;
hot zot;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
sesteş;orig	Türkiye Türkçesi,ses	;
nalet;orig	Arapça,laˁna(t)	;
aerosol;orig	İngilizce ,aerosol	Latince,aer	Latince,solutio	;
market;orig	İngilizce ,market	Latince,mercatus	Latince,mercari	Latince,merx, merc-	;
darıl|mak;orig	Eski Türkçe,tarık-	Eski Türkçe,tar	;
pasaport;orig	İtalyanca,passaporto	İtalyanca,passa	İtalyanca,porto	;
gar;orig	Arapça,ġwr	;
öğe;orig	Eski Türkçe,ög	;
zümre;orig	Arapça,zmr	;
protestan;orig	Fransızca ,protestant	Latince,protestans	Latince,protestari	;
malik;orig	Arapça,mlk	Arapça,malaka	;
palindrom;orig	Fransızca ve İngilizce ,palindrome	Eski Yunanca,palíndromos	Eski Yunanca,palín	Eski Yunanca,drómos	;
müstehlik;orig	Arapça,hlk	Arapça,halaka	;
mırra;orig	Arapça,mrr	Arapça,marra	Aramice/Süryanice,mrīrtā	Akatça,martu	;
akut;orig	İngilizce ,acute	Latince,acutus	Latince,acuere	Hintavrupa Anadilinde,*ak-u-	Hintavrupa Anadilinde,*ak-	;
ginseng;orig	İngilizce ,ginseng	Çince ,rénshēn	;
hayret;orig	Arapça,ḥyr	Arapça,ḥāra	;
elyaf;orig	Arapça,lyf	Arapça,līf	;
saz;orig	Orta Türkçe,saz	;
anason;orig	Yeni Yunanca,ánison	Eski Yunanca,ánēthon 	;
pepe;"none	<p> ""peltek konuşma sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
dibace;orig	Farsça,dībāça	Farsça ve Orta Farsça,dībā	;
borani;orig	Farsça,būrānī	Farsça,buġrā χānī	;
solucan;orig	Eski Türkçe,suvılġan 	Eski Türkçe,suvış-	Eski Türkçe,suv	;
redaksiyon;orig	Fransızca ,rédaction	Fransızca ,rédiger	Latince,redigere, redact-	;
lale;orig	Farsça,lāla	Orta Farsça,alālag	Farsça,lāl	;
destmal;orig	Farsça,dast māl	Farsça,dast	Farsça,māl	;
mezgit;orig	Arapça,zyt	Arapça,zayt	;
diyet;orig	Arapça,wdy	Arapça,wadā	;
deizm;orig	Fransızca ,déisme	Latince,deus	;
verese;orig	Arapça,wrs̠	Arapça,wāriṯ	;
cibre;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
ıhlamur;orig	Yeni Yunanca,flámulon 	Latince,flammulum	Latince,flamma	;
hançer;orig	Arapça,ḥncr	Aramice/Süryanice,χangərā	Soğdca,χangar	;
boyun;orig	Eski Türkçe,boyın	;
hafi;orig	Arapça,χfy	Arapça,χafā	Aramice/Süryanice,ḥpy	;
tavil;orig	Arapça,ṭwl	Arapça,ṭāla	;
+gon;none	<p>dodekagon, heksagon, izogonal, oktogon</p>;
ilen|mek;orig	Eski Türkçe,ilen-	;
astigmat;orig	Fransızca ,astigmate	İngilizce ,astigmatic	Eski Yunanca,stígma	Eski Yunanca,stízō	;
tencere;orig	Farsça,tangīra 	Arapça,naḳara	Aramice/Süryanice,nəḳar	;
kılcal;orig	Türkiye Türkçesi,kıl	;
otopsi;orig	Fransızca ,autopsie	Eski Yunanca,autopsía	Eski Yunanca,autós	Eski Yunanca,opseía	;
muhacir;orig	Arapça,hcr	Arapça,hacara	;
öşür;orig	Arapça,ˁşr	Arapça,ˁaşr 	;
sofu;orig	Arapça,ṣūfī	;
yakamoz;orig	Yeni Yunanca,diakamós	Yeni Yunanca,diakéo	Yeni Yunanca,kaío	;
hanefi;"none	<p>M 8. yy'da Irak'ın henüz egemen dili olan Aramicede <i>ḥaneph</i> ""pagan, çok tanrıcı"" anlamındadır.</p>";
interpol;orig	Fransızca ve İngilizce ,İnterpol	Fransızca ve İngilizce ,international police	;
bidon;orig	Fransızca ,bidon	Norsça (Vikingce),*bida	;
ekspertiz;orig	Fransızca ,expertise	;
fol;orig	Yeni Yunanca,fóli	Eski Yunanca,phōleós	;
işaret;orig	Arapça,şwr	Arapça,şāra	;
Merkür;orig	Fransızca ,Mercure	özel adından,Mercurius	özel adından,mercatus	;
titre|mek;orig	Eski Türkçe,titre-	Eski Türkçe,titiz	;
sik|mek;orig	Eski Türkçe,sik-	Eski Türkçe,sid- 	;
şizoit;orig	Fransızca ,schizoïde	İngilizce ,schizoid	;
salhane;orig	Arapça,slχ	Farsça,χāna	;
salça;orig	İtalyanca,salsa	Latince,salsus, salsa	Latince,salare, sals-	Latince,sal	Hintavrupa Anadilinde,*sal-d-	;
minör;orig	Fransızca ,mineur	Latince,minus, minor-	;
entegrasyon;orig	Fransızca ,intégration	Latince,integrare	Latince,integer	Latince,tengō, tact-	Hintavrupa Anadilinde,*tag-	;
de|mek;orig	Eski Türkçe,tē-	;
dezenfekte;orig	Fransızca ,désinfecter	Fransızca ,infecter	;
kalker;orig	Fransızca ,calcaire	Geç Latince,calcarium	Latince,calx, calc-	Eski Yunanca,χáliks	;
aerodrom;orig	İngilizce ,aerodrome	;
fokus;orig	Yeni Latince,focus	Latince,focus	;
mangal;orig	Arapça,nḳl	Arapça,naḳala	;
meyyit;orig	Arapça,mwt	Arapça,māta	;
hakkâk;orig	Arapça,ḥkk	Arapça,ḥakka	;
diyakoz;orig	Yeni Yunanca,diákos 	Eski Yunanca,diákonos	Eski Yunanca,diakonéō	;
ulak;orig	Eski Türkçe,ulaġ	Eski Türkçe,ula-	;
art|mak;orig	Eski Türkçe,art-	;
tarçın;orig	Farsça,dāre çīnī	Orta Farsça,dāre çēnīk	;
vaftiz;orig	Yeni Yunanca,váftisma	Yeni Yunanca,vaftízō	Eski Yunanca,báptō 	Hintavrupa Anadilinde,*gʷābh-<sup>1</sup>	;
körfez;orig	Yeni Yunanca,kórfos	Eski Yunanca,kólpos	Hintavrupa Anadilinde,*kʷelp-	;
mağrip;orig	Arapça,ġrb	Arapça,ġaraba	;
mesai;orig	Arapça,sˁy	Arapça,masˁāˀa(t)	Arapça,saˁā	;
tenkis;orig	Arapça,nḳṣ	Arapça,naḳaṣa	;
stabilize;orig	Fransızca ,stabilisé	Fransızca ,stabiliser	Latince,stabilis	;
dev;orig	Farsça ve Orta Farsça,dēv	Eski Farsça ,daiva-	Avesta (Zend) dilinde,daēva-	Hintavrupa Anadilinde,*deiwos	Hintavrupa Anadilinde,*dyeus	;
pestil;orig	İtalyanca,pastillo	İtalyanca,pastello	İtalyanca,pasta	;
sergerde;orig	Farsça,sarkarda	Farsça,sar	Farsça,kardan	;
vakanüvis;orig	Arapça,waḳˁa(t)	Farsça,nuvīs	Farsça,nivistan, nuvīs	Avesta (Zend) dilinde,ni-pişta-	Eski Farsça ve Avesta (Zend) dilinde,pais-, pişta 	Hintavrupa Anadilinde,*peig-<sup>1</sup>	;
akrostiş;orig	Fransızca ,acrostiche	Eski Yunanca,akrostiχés	Eski Yunanca,akrós	Eski Yunanca,stíks, stíχ-	;
kolaçan;"none	<p>""Keşif veya devriye koluyla dolaşmak"" anlamında bir askeriye deyimi olmalıdır. Karş. <i>kol</i> <i>gezmek,</i> <i>kol</i> <i>dolaşmak</i> (aynı anlamda).</p>";
sedatif;orig	Fransızca ,sédatif	Geç Latince,sedativus	Latince,sedare	Latince,sedes	;
trol;orig	İngilizce ,trawl	Latince,tragula	Latince,trahere	;
ütü;orig	Eski Türkçe,ütüg	Eski Türkçe,üt-	;
insicam;orig	Arapça,scm	Arapça,sacama	;
piç;orig	Farsça,pīç	Orta Farsça,pēçīdan	;
mürüvvet;orig	Arapça,mrw	Arapça,mrA	;
kacak;orig	Eski Türkçe,*kāb-çak	Eski Türkçe,kāp	;
mabut;orig	Arapça,ˁbd	Arapça,ˁabada	;
tutku;orig	Türkiye Türkçesi,tut-	;
prospektüs;orig	Latince,prospectus	Latince,prospicere	Latince,specere, spect-	;
asude;orig	Farsça,āsūda	Farsça,āsūdan, āsāy-	;
satır;orig	Arapça,sṭr	Arapça,saṭara	;
peyker;orig	Farsça,paykar	Orta Farsça,padkar	Eski Farsça ,pati-kara	;
tımar;orig	Farsça ve Orta Farsça,tīmār	;
devridaim;orig	Arapça,dawr	Arapça,dāˀim	;
damıt|mak;orig	Eski Türkçe,tamıt-	Eski Türkçe,tam-	;
karnivor;orig	Fransızca ,carnivore	Latince,carnivorus	Latince,caro, carn-	Latince,vorare	;
hakir;orig	Arapça,ḥḳr	Arapça,ḥaḳara	;
çağ;orig	Moğolca ,çaġ 	Eski Türkçe,çak	;
emin;orig	Arapça,Amn	Arapça,amana	;
biye;orig	Fransızca ,biais	;
dokuz;orig	Eski Türkçe,tokuz 	;
drone;orig	İngilizce ,drone	;
hilkat;orig	Arapça,χlḳ	Arapça,χalaḳa	;
mankurt;orig	Kırgızca ,mankurt	Eski Türkçe,kurt	;
kalabalık;orig	Arapça,ġalaba(t)	;
enterpretasyon;orig	Fransızca ,interprétation	Latince,interpretatio	Latince,interpretari	Latince,interpres	;
yelda;orig	Farsça,şab-i yaldā	Aramice/Süryanice,yld	Aramice/Süryanice,yəlad	;
hevenk;orig	Farsça,āvang	Farsça,āvīχtan, āvīz-	;
lap;"none	<p> ""yeme ve içme sesi, gevşek nesne sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
maske;orig	Fransızca ,masque	İtalyanca,ballo di maschera	Fransızca ,masquerade	Arapça,sχr	;
imbik;orig	Arapça,nbk	Farsça,ābnīk	Farsça,āb	Farsça,nīk	;
borsa;orig	İtalyanca,borsa	Fransızca ,bourse	;
tabela;orig	İtalyanca,tabella	Latince,tabella	Latince,tabula	;
cenah;orig	Arapça,cnḥ	;
hava;orig	Farsça,hawā	;
usturup;none	<p> Bu sözcüğün kökeni belirsizdir. </p>;
bevl;orig	Arapça,bwl	Arapça,bāla	;
iltifat;orig	Arapça,lft	Arapça,lafata	;
ulema;orig	Arapça,ˁlm	Arapça,ˁālim	;
emisyon;orig	Fransızca ,émission	İngilizce ,emission	Latince,emittere	Latince,mittere, miss-	;
edim;orig	Türkiye Türkçesi,et-	;
antropoit;orig	Fransızca ,anthropoïde	İngilizce ,anthropoid	;
salah;orig	Arapça,ṣlḥ	Arapça,ṣalaḥa	;
tugay;orig	Türkiye Türkçesi,tuğ	;
sürmenaj;orig	Fransızca ,surmenage	Fransızca ,surmener	Fransızca ,mener	;
çengel;orig	Farsça,çangāl 	Farsça,çang	;
enstalasyon;orig	Fransızca ve İngilizce ,installation	Geç Latince,installare	Germence,*stalljan	Hintavrupa Anadilinde,*stol-no-	Hintavrupa Anadilinde,*stel-	;
etriye;orig	Fransızca ,étrier	Germence,*streup-	;
revak;orig	Arapça,rwḳ	Arapça,rāḳa	;
kompartıman;orig	Fransızca ,compartiment	İtalyanca,compartimento	Geç Latince,compartire	Latince,pars, part-	;
butlan;orig	Arapça,bṭl	Arapça,baṭala	;
batak;orig	Türkiye Türkçesi,bat-	;
pelit;orig	Yeni Yunanca,balanídion	Eski Yunanca,bálanos	Arapça,ballūṭ	Aramice/Süryanice,balūṭā	;
betopan;orig	Türkiye Türkçesi,beton	Türkiye Türkçesi,panel	;
haşiv;orig	Arapça,ḥşw	Arapça,ḥaşā	;
tirad;orig	Fransızca ,tirade	Fransızca ,tirer	Latince,trahere, tract-	;
macera;orig	Arapça,cry	Arapça,carā	;
katgut;orig	İngilizce ,catgut	İngilizce ,cat	Geç Latince,cattus	İngilizce ,gut	;
omuz;orig	Orta Türkçe,omuz	;
yoksun;orig	Türkiye Türkçesi,yok	;
merkez;orig	Arapça,rkz	Arapça,rakaza	;
halayık;orig	Arapça,χlḳ	Arapça,χalīḳa(t)	;
köşegen;none	<p>Atatürk'ün yarattığı kelimelerdendir.</p>;
akıbet;orig	Arapça,ˁḳb	Arapça,ˁaḳaba	;
dikit;orig	Türkiye Türkçesi,dik-	;
trampa;orig	İtalyanca,tramuta	İtalyanca,tramutare	Latince,mutari	;
sız|mak;orig	Eski Türkçe,sız-	Eski Türkçe,sırı-	;
serbest;orig	Farsça,sar-basta	Farsça,sar	Farsça,bastan	;
upgrade;orig	İngilizce ,upgrade	İngilizce ,grade	Latince,gradus	;
burcu;orig	Türkiye Türkçesi,bur-	;
mühtedi;orig	Arapça,hdy	Arapça,hadā	;
oy;orig	Türkiye Türkçesi,oy 	Türkiye Türkçesi,oy 	;
kravat;orig	Fransızca ,cravate	;
bad;orig	Farsça,bād	Orta Farsça,vād	Avesta (Zend) dilinde,vāta-	Hintavrupa Anadilinde,*went-os	Hintavrupa Anadilinde,*wē-	;
bitter;orig	İngilizce ,bitter	Eski İngilizce ,biter	Germence,*bītan	Hintavrupa Anadilinde,*bheid-	;
muktedir;orig	Arapça,ḳdr	Arapça,ḳadara	;
madonna;orig	İtalyanca,madonna	İtalyanca,ma	İtalyanca,donna	;
sorti;orig	Fransızca ,sortie	Fransızca ,sortir	Latince,surgere, surect-	;
irşat;orig	Arapça,rşd	Arapça,raşada	;
keçe;orig	Oğuzca,keçe	;
havas;orig	Arapça,χṣṣ	Arapça,χāṣṣ	;
civanmert;orig	Farsça,cuvān-mard	;
reggae;orig	İngilizce ,reggae	;
stoa;orig	Eski Yunanca,stoá 	Eski Yunanca,*stōís	Hintavrupa Anadilinde,*stōu-	Hintavrupa Anadilinde,*stā-	;
av;orig	Eski Türkçe,āv	;
bok;orig	Eski Türkçe,bok	;
fettah;orig	Arapça,ftḥ	Arapça,fataḥa	;
inhibe;orig	Fransızca ,inhiber	Latince,inhibēre	Latince,habēre	;
zifaf;orig	Arapça,zff	Arapça,zaffa	;
trabzan;orig	Farsça,dārbazīn	Orta Farsça,darbāzag	;
feraset;orig	Arapça,frs	Aramice/Süryanice,pəraş	;
ordinasyon;orig	Fransızca ve İngilizce ,ordination	Latince,ordinatio	Latince,ordinare	Latince,ordo	;
anofel;orig	Fransızca ,anophèle	Eski Yunanca,anophelḗs	Eski Yunanca,ophelḗs	Eski Yunanca,ophéllō	;
pervane;orig	Farsça,parvāna	Orta Farsça,parvānag	Orta Farsça,parvān	;
pejoratif;orig	Fransızca ,péjoratif	İngilizce ,pejorative	Latince,peiorare	Latince,peior	Arkaik Latince,*ped-ios	;
eleji;orig	Fransızca ,élégie	Eski Yunanca,elegía	Eski Yunanca,élegos	;
ecel;orig	Arapça,Acl	Arapça,acila	;
tarik;orig	Arapça,ṭrḳ	Arapça,ṭaraḳa	;
nifak;orig	Arapça,nfḳ	Arapça,nafaḳa	Aramice/Süryanice,npḳ	;
hatun;orig	Eski Türkçe,χatun 	Hotan Saka dilinde,χattuna	Soğdca,χwatēn	Soğdca,χwatāw	Soğdca,χwa	Soğdca,tāw	;
erozyon;orig	Fransızca ,érosion	Latince,erodere	Latince,rodere, ros-	;
kadir;orig	Arapça,ḳdr	Arapça,ḳadara	;
çöl;orig	Orta Türkçe,çöl	Moğolca ,çöl	;
mantis;orig	Fransızca ,mantisse	Almanca ,Mantissa	Latince,mantisa 	;
ov|mak;orig	Eski Türkçe,uv-	;
apel;orig	Fransızca ,appel	Fransızca ,appeler	Latince,appellare	Latince,pellare	;
stimüle;orig	Fransızca ,stimuler	Latince,stimulare	Latince,stimulus	Latince,stilus	;
ağrı|mak;orig	Eski Türkçe,aġrı-	Eski Türkçe,aġız	;
sonat;orig	Fransızca ,sonate	İtalyanca,sonata	İtalyanca ve Latince,sonare	;
dren;orig	İngilizce ,drain	İngilizce ,to drain	Germence,*draugōn	Hintavrupa Anadilinde,*dreug-	;
peri;orig	Farsça,parī 	Orta Farsça,parīk	Avesta (Zend) dilinde,pairikā-	Avesta (Zend) dilinde,pairi	;
şürekâ;orig	Arapça,şrk	Arapça,şarīk	;
eril;orig	Türkiye Türkçesi,er	;
baybay;orig	İngilizce ,bye-bye	İngilizce ,good bye	İngilizce ,God by thee	;
tütsü;orig	Eski Türkçe,tütsüg	Eski Türkçe,tütüz-	Eski Türkçe,tüt-	;
farenjit;orig	Fransızca ,pharyngite	Eski Yunanca,phárynks, pharyng-	Hintavrupa Anadilinde,*bher-<sup>2</sup>	;
mukallit;orig	Arapça,ḳld	;
hatip;orig	Arapça,χṭb	Arapça,χaṭaba	;
pandül;orig	Fransızca ,pendule	Latince,pendulus	Latince,pendēre	;
kötürüm;orig	Eski Türkçe,kötrüm	Eski Türkçe,kötür-	;
isteri;orig	Fransızca ,hystérie	Fransızca ,hystérique	Eski Yunanca,ʰysterikós	Eski Yunanca,ʰystéra	;
relatif;orig	Fransızca ,relatif	Latince,relativus	Latince,referre, relat-	Latince,ferre, lat-	;
havari;orig	Arapça,ḥwr	Eski Habeşçe (Ge'ez),ḥawārī	Eski Habeşçe (Ge'ez),ḥäwar	;
üşü|mek;orig	Eski Türkçe,üşi-	;
omega;orig	Eski Yunanca,ōméga	;
maslahatgüzar;orig	Arapça,maṣlaḥa(t)	Farsça,guḏār	;
yaş;orig	Eski Türkçe,yaş	Eski Türkçe,*ñaş	;
mesken;orig	Arapça,skn	Arapça,sakana	;
feribot;orig	İngilizce ,ferryboat	İngilizce ,ferry	Germence,*fārjan	Hintavrupa Anadilinde,*por-eyo-	Hintavrupa Anadilinde,*per-<sup>2</sup>	İngilizce ,boat	;
toklu;orig	Eski Türkçe,toklı	Eski Türkçe,tokım	Eski Türkçe,tokı-	;
irsaliye;orig	Arapça,rsl	Arapça,rasala	;
arş;orig	Fransızca ,marche	;
yekpare;orig	Farsça,yak-pāra	;
seki;orig	Eski Türkçe,sekü	;
vın;"none	<p> ""uçma sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
trup;orig	Fransızca ,troupe	Germence,*throp	;
safa;orig	Arapça,ṣfw	Arapça,ṣafā	;
bittabi;orig	Arapça,bi'ṭ-ṭabīˁ	;
gebere;orig	Yeni Yunanca,kápari	Eski Yunanca,kápparis	Aramice/Süryanice,ḳaphar	;
iridyum;orig	Yeni Latince,iridium	Eski Yunanca,íris, irid-	;
kıro;orig	Kürtçe (Kurmanci),kuro	Kürtçe (Kurmanci),kur	Orta Farsça,kurrag	;
sahn;orig	Arapça,ṣḥn	Arapça,swḥ	;
iltibas;orig	Arapça,lbs	Arapça,labasa	;
ştrudel;orig	Almanca ,Strudel	;
otağ;orig	Eski Türkçe,otaġ	;
ımızgan|mak;"none	<p> <i>ımız </i>veya<i> ımır</i> ""mırıldanma sesi"" sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2B%28g%29An-"">+(g)An-</a> ekiyle türetilmiştir.</p>";
götürü;orig	Türkiye Türkçesi,götür-	;
alarga;orig	İtalyanca,al largo	İtalyanca,largo	Latince,largus	;
astronomi;orig	Fransızca ,astronomie	Eski Yunanca,astronomía	;
olağan;orig	Türkiye Türkçesi,ol-	;
sutyen;orig	Fransızca ,soutien-gorge	Fransızca ,soutenir	Latince,sustinere, sustent-	Latince,tenere, tent-	;
püskü;orig	Türkiye Türkçesi,büz-	;
ksenofobi;orig	Fransızca ,xénophobie	İngilizce ,xenophobia	Eski Yunanca,ksenós	Eski Yunanca,phóbos	;
santim;orig	Fransızca ,centime	Latince,centesimus	Latince,centum	;
taban;orig	Eski Türkçe,taban	;
parola;orig	Fransızca ,parole	Latince,parabola	Eski Yunanca,parabolḗ	Eski Yunanca,parabállō	Eski Yunanca,bállō, bol-	;
mezbele;orig	Arapça,zbl	Arapça,zibl	;
bülten;orig	Fransızca ,bulletin	İtalyanca,bulletino	Geç Latince,bulla	;
fizik;orig	Fransızca ,physique	Latince,physica	Eski Yunanca,physikḗ téχnē	Eski Yunanca,phýsis	;
musahhih;orig	Arapça,ṣḥḥ	Arapça,ṣaḥḥa	;
azim;orig	Arapça,ˁzm	Arapça,ˁazima	;
potansiyel;orig	Fransızca ,potentiel	Latince,potentia	Latince,posse, pot-	Hintavrupa Anadilinde,*poti-	;
kamyon;orig	Fransızca ,camion	;
lipit;orig	Fransızca ,lipide	Eski Yunanca,lípos	;
şahtere;orig	Farsça,şāhtara	;
bidayet;orig	Arapça,bdA	Arapça,badaˀa	;
kronometre;orig	Fransızca ,chronomètre	;
oksijen;orig	Fransızca ,oxygène	Eski Yunanca,oksýs, oksyd-	Hintavrupa Anadilinde,*ok-su-	Hintavrupa Anadilinde,*ak-	Eski Yunanca,genḗs	;
gravyer;orig	Fransızca ,gruyère	;
tescil;orig	Arapça,scl	Arapça,sicill	;
hilafet;orig	Arapça,χlf	Arapça,χalīfa(t)	;
kuzine;orig	Fransızca ,cuisine	Geç Latince,cocina 	Latince,cocere 	Hintavrupa Anadilinde,*pekʷ-	;
emare;orig	Arapça,Amr	Arapça,amara	;
doruk;orig	Orta Türkçe,toruğ 	Eski Türkçe,toġur-	;
numara;orig	İtalyanca,numero	Fransızca ,numéro	Latince,numerus	Hintavrupa Anadilinde,*nom-eso-	Hintavrupa Anadilinde,*nem-	;
naip;orig	Arapça,nwb	Arapça,nāba	;
mahcur;orig	Arapça,ḥcr	;
mokasen;orig	Fransızca ,mocassin	;
kubur;orig	Arapça,ḳbr	Arapça,ḳabr	;
taayyün;orig	Arapça,ˁyn	Arapça,ˁayn	;
kül;orig	Arapça,kll	Aramice/Süryanice,kl	Akatça,kalu 	;
konkav;orig	Fransızca ,concave	Latince,concava	Latince,concavare	Latince,cavare	;
hakeza;orig	Arapça,ḥā kaḏā	;
turna;orig	Eski Türkçe,turña 	;
talim;orig	Arapça,ˁlm	Arapça,ˁalama	;
alagarson;orig	Fransızca ,à la garçon	Fransızca ,garçon	;
kazaz;orig	Arapça,ḳzz	Arapça,ḳazz	Farsça,ḳaz	;
kırtasiye;orig	Arapça,ḳrṭs	Aramice/Süryanice,ḳarṭīsā	Eski Yunanca,χártēs	;
talk;orig	Arapça,ṭlḳ	Farsça,talk	;
pergel;orig	Farsça,pargār	Avesta (Zend) dilinde,pairi-kāra-	;
fener;orig	Farsça,fanār	Yeni Yunanca,phanárion	Eski Yunanca,phanós	;
ilmühaber;orig	Arapça,ˁilm ū χabar	;
muttali;orig	Arapça,ṭlˁ	Arapça,ṭalaˁa	;
zımbırtı;"none	<p> <i>zımbır</i> ""rezonanslı, alçak, tekrarlayan titreme sesi"" ses yansımalı sözcüğünden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BtI"">+tI</a> ekiyle türetilmiştir.</p>";
meteoroloji;orig	Fransızca ,météorologie	Fransızca ,météore	;
mekik;orig	Farsça,makūk	Orta Farsça,makōk	;
mizanpli;orig	Fransızca ,mise en pli	Fransızca ,mise	Fransızca ,pli	;
menfa;orig	Arapça,nfw	Arapça,nafā	;
ör|mek;orig	Eski Türkçe,ör-	;
velhasıl;orig	Arapça,wa'l-ḥāṣil	;
koloit;orig	Fransızca ,colloïde	Fransızca ,colle	;
istihkak;orig	Arapça,ḥḳḳ	Arapça,ḥaḳḳa	;
sudur;orig	Arapça,ṣdr	Arapça,ṣadara	;
seç|mek;orig	Eski Türkçe,seç-	Eski Türkçe,seş-	;
prizma;orig	Fransızca ,prisme	Eski Yunanca,prîsma	Eski Yunanca,príō	;
kelli;orig	Türkiye Türkçesi,gayri	;
maruf;orig	Arapça,ˁrf	Arapça,ˁarafa	;
blucin;orig	İngilizce ,bluejeans	İngilizce ,blue	İngilizce ,jeans	öz (Fr),Genes	;
bızdık;orig	Ermenice,bıdig 	;
polisaj;orig	Fransızca ,polissage	Fransızca ,polir, poliss-	Latince,polire	;
sayıkla|mak;orig	Orta Türkçe,sayık	Orta Türkçe,say-	;
puzzle;orig	İngilizce ,jigsaw puzzle	İngilizce ,puzzle	;
kot;orig	Fransızca ,côte	Latince,costa	Hintavrupa Anadilinde,*kost-	;
biyoritm;orig	İngilizce ,biorhythm	;
