names	wls_fam	wls_gen	e	hh	lat	lon	pop	wcode	iso	I	you	we	this	that	who	what	not	all	many	one	two	big	long	small	woman	man	person	fish	bird	dog	louse	tree	seed	leaf	root	bark	skin	flesh	blood	bone	grease	egg	horn	tail	feather	hair	head	ear	eye	nose	mouth	tooth	tongue	claw	foot	knee	hand	belly	neck	breast	heart	liver	drink	eat	bite	see	hear	know	sleep	die	kill	swim	fly	walk	come	lie	sit	stand	give	say	sun	moon	star	water	rain	stone	sand	earth	cloud	smoke	fire	ash	burn	path	mountain	red	green	yellow	white	black	night	hot	cold	full	new	good	round	dry	name
GUJGI_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.58	59.8	400000		kmz	mEn	sEn	biz, %mo								bir	iki						kiSi, kSi			it	bit	dErax		%balik			ayax3m derisi, deri		%xun, %Gon									Gulox3, Golox	gez	bur3n		diS	dili			diz	el			emjEk		iCi box3r	iC			ger	iSit			el					gEl						gin		yuld3z	su		toS					ot			yol	doq						gejE			dol3	%tazE				
HARW_E_OLYA_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.17	59.05	400000		kmz	mEn	sEn	mEn, biz								bir	iki						kiSi			it	bit	dErat		%balk			dEri, %pust		%Gon									Guloq	gez	burun		diS	dil			diz	al			mEmEk		%jigEr	iS			ger	iSit			el					gal						gin, %xurSit		und~uz	su		daS, doS					ot			yel	doq						gejE			dol3	yENg~i				
HOKM_ABAD_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.63	57.6	400000		kmz	mEn	sEn	biz								bir	iki, iTi						kiSi			it	bit	dErat		%bElk			dErisi, dEri		%Gan									Gulaq	gE8	burun		diS	dil			di8	El			mEmEk		%jigEr	iS			ger	iSit			el, El					gEl						gin		yildu8	su		doS					ot, uot			yol	doq						geja			dolu	yeNg~i				
ILI_TURKI	Alt	TURKIC	Turkic,Eastern	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Uyghur	41.0	85.0	240		ili												eki																			ustuXan								maSaq	koz	murun			tiL				qolar					bowur													kel								yulduz			taS					oltar				taw														
JOGHATAY_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.62	57.05	400000		kmz	mEn	sEn	b38								bir	iki						kiSi			it	bit	dErat		%balk			dEri		%Gon									Goloq	geEz, gez	burn		diS	dil			diz	al			mEmEk		%jigEr	iC			ger	eSit			el					gEl						gin		uldu8	su		doS, doq					ot			yol	doq						gejE			dol3	yeNg~i				
JONK_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.98	59.73	400000		kmz	min	sin	min, biz								bir	iki						kiSi			it	bit	dErat		%balk, %balik			dEri		%Gon									Gulox	gEz	burun		diS	dil			diz	El			Emjak		iCi box3r	iC			ger	eSit, yeSit			El					gel, gEl						gin		yulduz	su		toS, daS					ot			yol	dox						oSam			dol3	yeNg~i, yENg~il				
KARACHAY_BALKAR	Alt	TURKIC	Turkic,Western,Ponto-Caspian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,WestKipchak	43.5	42.0	311600		krc	men	sen	biz								bir	eki						%adam	Cabak		it	bit	axaC		japrak			teri		kan	siyek								kulak	k3z	burun		tiS	til				kol					bawur	iC			k3r	eSit			3l					kel						kin		jild3z	su		taS					ot			jol	taw						keCe			tolu	jaNi				at
KARAIM	Alt	TURKIC	Turkic,Western,Ponto-Caspian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,WestKipchak	54.67	24.92	81		kdr	my~a5	sy~a5	by~izy~								by~iry~	iky~i						%odom	bolux		it	py~ira	ogoC					tary~i		kon	sy~iyaky~								kulox	ky~ez			tis	tiL			ty~izy~	kol			ky~eky~is										eL											kin		yolduz	sub		toS					ot			yol	tog						ty~in			tolu	yoNu				od
KARAKALPAK	Alt	TURKIC	Turkic,Western,Aralo-Caspian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,SouthKipchak	43.0	60.0	583410		kaa	men	sen	biz								bir	eki						%odom, kisi	boluq		it		oxoS		Zopuroq			teri		qon	siyek			miyiz					quloq	kaz	murun		tis	til			dize	qol			kakirek		bowur	iSiw			kariw	esitiw			aliw					keliw						qiyos		Zuldus	suw		tos					ot			soqpoq	tow						tin			toluq	ZoNo				ot
KAZAKH	Alt	TURKIC	Turkic,Western,Aralo-Caspian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,SouthKipchak	50.0	70.0	12753100		kaz	men	sen	biz								bir	eki						kisi, %adam	baluq		it	bit	axaS, aXaS		Zaluraq			teri		qan	siyek			miyiz					qulaq	kez	murun		tis	til			tize	qol			kekirek, tes		baur, bawur	iSu			keru	esitu			elu					kelu						kin		Zulduz	su, suw		tas					ot			Zol	tau, taw						tin			tolu	ZaNa				at, esim
KAZAN_TATAR	Alt	TURKIC	Turkic,Western,Uralian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,NorthKipchak	56.0	49.5	5184610		tat	min	sin	biz								ber	ike						kiSi	bal3k		it	bit	axaC		yafrak			tire		kon	siyek			m3g3z					k3lak	kiz	b3r3n		t3S	t3l			t3z	kul			kukrek		baw3r	3C			kir	3S3t			il					kil						k3yaS		y3ld3z	su		taS					parar			yul	taw						kiC			tul3	yaNa				isim
KHAKAS	Alt	TURKIC	Turkic,Northern	Turkic,CommonTurkic,SouthSiberianTurkic,YeniseyTurkic	53.0	90.0	42610		kjh	min	sin	pis								pir	iki							pEluX		EdEy	pit	EXEs								sEk			mis						kEs	purun		tis	til			tizEk				kEksi			is			kEr				El					kil						kik			suX		tEs					ot				tEsXul						tin			toldurE					EdEs
KHALAJ_IRAN	Alt	TURKIC	Turkic,Southern	Turkic,CommonTurkic	35.0	50.0	42100		klj	mEn		biz								bi	Ekki						hEr			it	bit	haxaC					teri		qan	simik								qulaq	ker	bur3n		tiS	til			tiz	El			mEmEk			iC			ker	iSit			hil, El					kEl						kin		yulduz	suw		taS					hut				tax						kieCE			tuol	yENgi				at
KUMYK	Alt	TURKIC	Turkic,Western,Ponto-Caspian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,WestKipchak	43.0	47.33	427800		kum	men	siz	biz								bir	eki						giSi	bal3q, Cabaq		it	bit	terek		yap3raq			teri		qan	siek			miz, miyiz					qulaq	gez	burun		tiS	til			tobuq	qol			kekirek, emCek		bavur	iC			ger	eSit			el					gel						gin, gineS		yulduz	suv		taS, qaya					ot			soqmaq	tav, tebe						geCe			tolu	yang3, yaN3				at
KYRGYZ	Alt	TURKIC	Turkic,Western,Aralo-Caspian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,SouthKipchak	42.0	75.0	4586480		kir	men	sen	biz								bir	eki						kiSi, %odom	boluk		it		ZugoC		Zolburok			teri		kon	sek			miyiz					kulok	kez	murun		tiS	til			tize	kol			kekirok		bor	iCi			keri	ugu			eli					keli						kin		Zulduz	su		taS					ot			Cuyur	to						tin			tolturo	Zonu				ot
LANGAR_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	35.38	60.43	400000		kmz	%man	sEn	biz								bir	iki						kiSi			kuCuk	bit	dErat, darat		%balk			%ayaxi pusti		%Gon									Goloq	goz	born		diS	dil			diz	El			emjag		urag	iS			gur	eSit, G3Cir			ol					gEl, gal						gun		yulduz, %sEtorE	su		doS					alu			yol	doq, daG						geja			dol3	yasa, %tozE				
LOTF_ABAD_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	37.52	59.33	400000		kmz	mEn	sEn, %to	biz								bir, bi	iki						kiSi, kSi			it	Cib3n, bit	darax		Selp			dEri		%qX~on									Gulox	gez	bur3n		diS	dil			diz	al			amjEy		iCTi box3r																			gin		ulduz	su		doS					ot			yol	dox						aSam, gejE			dol3	%tazE				
MARESHK_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.8	59.57	400000		kmz	mEn, min	sin	biz								bir, %yEk	iki						kiSi, %mErd			it	bit	dErat		%balik			deri		%xun, %Gon									Golox	gez	burn, bur		diS	dil			diz	el			emjEk, emjE		irEk, %jigEr	iC			ger	eSit			el					gel						gin		yulduz	su		taS, toS					ot			yol	dox						oSam, gejE			dolu	%toza				
MIDDLE_CHULYM	Alt	TURKIC	Turkic,Western,Uralian	Turkic,CommonTurkic,SouthSiberianTurkic	54.33	89.67	44		clw	mEn	sEn	pis								pir	igi						kiZi			aday		axaC							qan				mis					qulaq	qaraq			tiS	til				qol						iC, iCErge			ker, kereyge									kEl, kElErge						kun qarax3		j3ld3s	su							ot				q3r						tin				CaN				in, at
MISHER_TATAR	Alt	TURKIC	Turkic,Western,Uralian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,NorthKipchak	55.5	49.0	5184610		tat	min	sin	biz								bir	iki						kiSi	bal3k		it		agaC		yaprak			tiri		kan	siwek			m3g3s					kulak	kiz	burun		tiS	til			tiz	kul			kikrek			iC			kir	iSrt			il					kil						kuyaS		y3ld3z	suw		taS					ut			yul	taw						kiC			tul3	yaN3				isim
NOGAI	Alt	TURKIC	Turkic,Western,Aralo-Caspian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,SouthKipchak	44.0	46.0	87260		nog	men	sen	biz								bir	eki						kisi	baluk, Sabak		it	bit	terek		yapurak			teri, ken		kan	siek, siyek			miyiz					kulak	kez	burun		tis	til			tiz	kolduN, uSu			kekirek, emSek		bavur	iS			ker	esit			el					kel						kin kezi		yulduz	suv		tas, kaya					ot			yol, sokpak	tav, tebe						keSe			tolu	yaNu				at
OLD_TURKIC	Alt	TURKIC	Turkic,Southern		37.0	59.0	0		otk	ban, man	san	biz, bizlar								aivam	aki						kiSi	baluk		ut	birga	ugaC		Tapurgok, yapurgak, patur					kan	sinEk			miyiz					kulkak	kEz	burun		tuS	tul			tiz	alig			kEkiz, bigsak						kEr	aSid			El					kal						kin		yultuz	su, sub		taS					ot			oruka, yol	tEpE, kur						tin			tod	yaNu				at
PIR_KOMAJ_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.25	58.73	400000		kmz	mEn	sEn	biz, %mo								bir	ikE						Er, kiSi			it	bit, %SEpiS	dErax		%balik					%Gon									Goloq	gEz	burun		diS	dil			diz	al, ol			mamEk		%jigEr	ye, iC			ger	iSit			el					gEl						giin, gin		yulduz, yildiz	su		doS					ot			yEl	doq						geja			dol3	yeNg~i, %tozE				
QARA_BAGH_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.33	58.28	400000		kmz	mEn	sEn	biz								bir	iki						kiSi			it	bit	darat		%bark			%ayax3n pust3		%Gon									Goloq	gEz	burun		diS	dil			dizin	al			mEmEk		iC barG3, %jigEr	iCo			ger	iSit			el					gEl						oy, gin		ildis	su		doS					ot			yol	doq						geja			dol3, %por	%taza				
QUCHAN_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	37.1	58.5	400000		kmz	mEn	sEn	biz								bir	iki						kSi			it	bit	darat		%bErk			dEri, %pust		%Gon									Golax	gEz	bur3n		diS	dil			diz	El			EmjEk		irEy, irEk	iS			ger	iSit			El					gEl						gin		uld3s	su		doS, daS					ot			yul, yuol	dox						gejE			dol3	%tEzE				
RUH_ABAD_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.1	58.95	400000		kmz	mEn	sEn, %to	biz								bir	iki						Er, kiSi			it	bit	dErat		%bErg, %balki			%pust		%Gon									Golox	gEz	bur		diS	del			%zonu	al			mamak		%jigar	iC			ger	iSit			El					gEl						gin, %ofatob		yulduz, %sEtora	sow, sou		doS					ot			yol	doq, doG						geja			dooli	%toza				
SAKHA	Alt	TURKIC	Turkic,Northern	Turkic,CommonTurkic,NorthSiberianTurkic	62.0	130.0	450000		sah	min	en	bihigi								bir	iki						kihi	baluk		ut	but	%mas		sebirdex			tiri, xax		xan	uNuox			muos					kulgax	xarax	murun		tis	tul			5ilbek	ili			ties		buar	is			ker	ihit			el					kel						kin		sulus			tas					uot			ayan, suol	xaya						kiehe			toloru	saNa				at
SALAR	Alt	TURKIC	Turkic,Southern	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz	35.0	103.0	70000		slr	men	sen	piser								pir	iki						kiSi	baly~ux		iSt	biSt	axaC		yarfax			tira			sanix			moNus					quly~ax		purne		tiC					qol			kiprax		baxur																						su		taS								yol	taxar										yaNu				
SALAR_2	Alt	TURKIC	Turkic,Southern	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz	35.0	103.0	70000		slr	men	sen	pisir								b3r	igi						kiSadem	baluX		id		dal		yaraX			tir3		Gan	sinix			moN3s, dumjux					GulaX	goz	purn3		tiS	dil			diz	oji, uji			emCix		bar3	iS			vaX, uSer	diNna, aNna			ul					gel						gun		yuldus	su		doS					ot			yol	taX						geje			dol	yaN3				ad
SHEYH_TEYMUR_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	37.65	57.18	400000		kmz	mEn	sEn	biz								biri	iki						kiSi			it	mux3	dErEt		CElp			dari		%Gon									Gulox	ge8	birn		diS	dil			diz	El, al			omjey		iCi box3r	iS			bax	eSit			el					Tel, gEl						Tin, gy~in		ul3z	su		doS					ot			yol	dox						geja			dol3	%toza				
SHIRWAN_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	37.4	57.92	400000		kmz	man	san, %to	b3z								biri	iki						kiSi, kSi			id	bit	dErat		Selp			deri		%Gon									Golox	gEz	b3rn		diS	dil			diz	El			EmjEy		%jigEr, %diljigEr	iC, iS			ger	eSit			el					gEl						ginES, %xurSit		uldus	su		taS, toS					ot			yEl, yuol	dax						gejE			dol3	%tazE				
SHOR	Alt	TURKIC	Turkic,Northern	Turkic,CommonTurkic,SouthSiberianTurkic,YeniseyTurkic	53.0	88.0	2840		cjs	man	san	pis								pir	iygi						kiZi	poloq		odoy, iyt		oGoS		pir			tara		qon	sak			mis					quloq	qoroq	purdu		tiS	til			tiza	qol			taS		por	iZarga			kararGo	uGorGo			al pororGo					Cararga						kin		Coltos	sug		toS					ot			iol	toG						qoro			tolturo	no				ot
SHURAK_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	37.17	58.48	400000		kmz	man	sEn, %toh	biz, %man								bir	iki						%mErt			it	bit	dErax		%bElik			dEri		%Gon									Golox	gez	bur3n		diS	dil			diz	El			amjEk		%jigEr	ye, iS			ger	iSit			El					gEl						gin		ildiz	su		doS					ot			yol	dox						gejE			doul3, dowl3	%tozE				
SOLTAN_ABAD_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	36.4	58.03	400000		kmz	mEn	sEn	biz								bir	iki						kiSi			it	bit	dErat		%bElk			dEri		%Gon									Guloq	gEz	burun		diS	dil			diS	al			mEmEk		%jigEr	iS			ger	iSit			El					gEl						gin		ildiz	su		daS					ot			yol	dox						gejE			dolu	yeNi				
TATAR	Alt	TURKIC	Turkic,Western,Uralian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Kipchak,NorthKipchak	56.0	49.5	5184610		tat	min	sin	bEz								bEr	ikE						kESE, adEm	balok		Et				yaprak			tirE, kin		kan	seyak			megEz					kolak	kiz	boron		tES	tEl			tEz	kul					bawor	EC			kir	toNl			il					kil						koyaS		yoldoz	su		taS					ut			yul							ten			tulo, yuan	yaNa				
TEREKEME_AZERI	Alt	TURKIC	Turkic,Southern,Azerbaijani	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,WestOghuz,Azerbaijani	41.08	45.38	9451460		azj	mEn	sEn	biz								bir	iki						%adam, %insan	balug		it, kEpEk	bit	tErEk, agaC		yarnag			dEri		gan	simik			bonuz					gulag	giz	burun		diS	dil			diz	bilEg			gadun gEgisi, mEmEsi		dalag	iC			gir	ESit			ol					gEl						ginES		ulduz	su		daS, gEyE					ot			Cigir	dag, tEpE						gECE			dolu	taza				ad
TOFA	Alt	TURKIC	Turkic,Northern	Turkic,CommonTurkic,SouthSiberianTurkic,Sayan	53.75	98.0	93		kim	man	san	bis								bra	ihi						kiSi	bal3q		3t	b3t	iS		bir			keS		qan	sak			mis					qulaq	qaraq	hai		diS	t3l			tiskek	q3l			taS		bar	iSer			kar	t3Nnar			aler					kelir						hin		s3lt3s	sux		taS					o3t			oruq	dax						tinna			dolu	5a				at
TURKISH	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,WestOghuz,NuclearWestOghuz	39.0	35.0	71435850		tur	ben	sen, siz	biz	bu	Su, o	kim, o ki	ne, nasil, hangi	deyil	bitin, hepis	birCok	bir, tek	iki	biyik, kojaman	uzun	kiCik, ufak	kad3n	erkek, %adam	sah3s, kimse	bal3k	kuS	k3pek, ayakl3k	bit, kele	ayaC Sejere	tohum	yeprak	k3k	kabuk	deri, post	vijut, ten	kan	kemik, k3lC3k	ya	yumurta	bonuz, boru	kuruk, arka	kuS tiyi	saC, k3l	baS, kafa	kulak, baSak	delik, ilik	burun uj	ay3z, mansap	diS	dil, lisan	t3rnak	ayak	diz	el, akrep	kar3n	boyun, gerdan	g3Gis, meme	kalb, yirek	%karajiyer	iCki, iCejek	ye	3s3rma, lokma	g3r, anla	iSitmek, duy	bil, tan3	uyu	zar, kal3p	3ldir, katlet	yiz	uCur	yiri, gez	gel	yat, uzan	otur	ayakta dur, dik dur	ver, bay3Sla	s3l, de	gineS	ay, kamer	y3ld3z	su	yamur	taS, Cekirdik	kum	toprak, kara	bulut	duman	ateS, yang3n	kil	yak, yan	keCi yolu, patika	da silsilesi	k3rm3z3, k3z3l	yeSil, ham	sar3	beyaz, ak	siyah, kara	geje	s3jak, k3zg3n	soyuk, sakin	dolugun, tam	yeni, %taze	iyi, gizel	yuvarlak, toparlak	kuru, kurak	isim, ad
TURKISH_2	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,WestOghuz,NuclearWestOghuz	39.0	35.0	71435850		tur	ben	sen	biz								bir	iki						Sah3s	bal3k		k3pek	bit	ayaC		yaprak			deri		kan	kemik			boynuz					kulak	g3z	burun		diS	dil			diz	el			g3yis		%jiyer	iC			g3r	iSit			3l					gel						gineS		y3ld3z	su		taS					ateS			yol	da						geje			dolu	yeni				isim
TURKMEN	Alt	TURKIC	Turkic,Southern,Turkmenian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	40.0	58.0	6678190		tuk	men	sen	biz								bir	iki						unsan	baluk		it, kepek		bag, agaC		yaprak			deri		gan	siNk			Sah					gulak	kez	burun		diS	dil			duz	el			gevis		bagur	iC			ger	eSit			el					gel						gin		yulduz	suv		daS					ot			yol	dag						gije			dok	%tEze				at
TURKMEN_2	Alt	TURKIC	Turkic,Southern,Turkmenian	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	40.0	58.0	6678190		tuk											bir, yekelik	iki						%adam	baluk				bag		yaprak			deri, teletin		gan	siNk								gulak	garak, gez	burun						diz, tirsek	el, gol			gursak, emyek		bagir	hopurdatmak, iCmek			germek				elmek, zar					gelmek						gin		yagtulguC, yulduz	suw, Caylamak							kostyor, ot			yerelge, yol	dag						giye			dok, tikel	tEze				atlandirmak
TUVAN	Alt	TURKIC	Turkic,Northern	Turkic,CommonTurkic,SouthSiberianTurkic,Sayan	52.0	95.0	283400		tyv	men	sen	bis								bir	iyi						kiSi	bal3q		3t	b3t	iS		biri			keS		qan	sak			m3y3s					qulaq	qaraq	xai		dis	d3l			diskek	xol			taS		bar	iZer			kar	d3Nnar			alir					kelir						xin		s3ld3s	sux		daS					ot			oruq	dax						dina			dolu	ja				at
UYGHUR	Alt	TURKIC	Turkic,Eastern	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Uyghur	40.0	80.0	10389840		uig		san	biz								bir	iki						%odam	beliq		iSt	piSt	darax		yopurmoq			tera		qon	ustixon			miNgiz					quloq	k3z	burun		CiS				tiz	qol			k3ksa		bexir	iCmak			k3rmak	oNlimoq			8lmak					bormoq, kalmak						quyoS		Zultus	su		toS					ot			yolxz oyoq yol	tox						tin			tolxon	yeNi				nom
UZBEK	Alt	TURKIC	Turkic,Eastern	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,Uzbek	40.67	66.5	24042100		uzn	men	sen	biz								bir	iki						inson	baliq		it	bit	darat		yaproq			teri		qon	suyak			muguz					quloq	koz	burun		tiS	til			tiza	qol			kokrak, koks		baXir	iC			kor	eSit			ol					kel						kun		yulduz	suv		toS					ot, otaS			yol	toX						keCa, tun			toq, tola	yaNi				ot, nom
ZEYARAT_KHORASANI	Alt	TURKIC	Turkic,Southern,Turkish	Turkic,CommonTurkic,Oghuz-Kipchak-Uyghur,Oghuz,EastOghuz	37.43	57.88	400000		kmz	mEn	sEn	biz								biri	iki						kiSi, kSi			it	birgE, bit	dErat		SElt			deri		%Gon									Golox	gEz	b3r3n		diS	dil			diz	El			imjEy		%diljiyEr	iC			Ter, gy~er	eSit			el					gEl						gin		ulduz	su		toS					ot			yol	dox						gejE			doul3, dowl3	%tEzE				
KOLYMA_YUKAGIR	Yka	YUKAGHIR	Yukaghir	Yukaghir,Kolymic	65.75	150.83	370		yux	met	tet	mit								irki	ataq						Soromo	anil		towke, touke	peme	Sal		polZiCe			qar		lepul									uneme	aNje	yohul			onor			pohoZil	nugen, SaSqul			melut, niNie			oZe				meZe			amde					kie, kel						yeLoje		yurgujieye	oZi, oZ		Sel, Sey					loCil, otul			Cajile, Cuge	CohoCo, pie						emil								5u
YUKAGHIR_TUNDRA	Yka	YUKAGHIR	Yukaghir	Yukaghir	69.0	155.0	370		ykg	met	tit	mit								marquo, marqo	ki, kinuo						kede	alya		lame	pime	sal, Sal		pugil			sure, suru		Cieme	amun			enmur					uneme	youdi	yoyul		salyari	wanar			molyad amun	Calde			isi		alaye	law			yuo, yei	meri, mende			Cirumu					kel						yerpeye		payadid ieCi, payadid eku	lawye		ibal, qayl, qeil					laCil			yanil, yawul, yewul, yowul	alwai, ana						CiNiCel, CiNiCe			ligiwuo, potine	miderpe, niderpe, miderpei				kiriye
GILYAK	Niv	NIVKH	Languageisolate_niv	Nivkh	53.33	142.0	200		niv	ni	Ci	n3N								nin, n3n	men, mor						ph~uski	Co				tixr					natx		Nar	N3Cf			murki						njaX	vix		N3xs	hilx							moth~		tivs					m3			mu					ph~r3						kh~jeN		unxr	saX							th~uxr			kl3	pal, fal						urk								
GILYAK_AMUR	Niv	NIVKH	Languageisolate_niv	Nivkh	53.33	142.0	200		niv	5i	Th~i	53N, mer, megi								5in, 53n	men, mor						5ivx	Th~o		qan	tar	Tixr		Tomr			hal		Nar	N35f			murki					nos	naX	vix		N3xz	hilx			pixti	t3mk			moT		tivs	rady~, tady~			ind3dy~, nr3dy~	m3dy~			mudy~					ph~r3dy~						kh~eN		u5xr	Th~aX		paX, Th~af					th~uxr, th~ur			Tif	pal, ulaf						urk				Th~uzdy~				qh~a, Xaudy~
GILYAK_EAST_SAKHALIN	Niv	NIVKH	Languageisolate_niv	Nivkh	53.33	142.0	200		niv	5i	Th~i	5in, min, mirn, meN								4enN, 43qr, 5an	menN, mar, meqr						5ixvN, 5ivN, 5ivxN	Th~o		qanN	hirk	Th~xar, Th~Xar		Tomr, plaN			hal, hut		Th~of	Na5x3f			murki					mla, emla	5aX, NaX	ux		Naxz3r, ems	hilx			pixti, pit3	tamk			m3N		Nax	rad, rayd, rand			id3d	m3d, ma			muyd, muyn3d, mut					ph~r3yd, ph~r3rad						kh~eN		u5xr, u5gur	Th~aX		paX, Th~af					th~uxr, hilil			Th~if	pal, ulaN						3rk			Th~ard	Th~rk, Th~rd				qh~a, Xaud
GILYAK_NORTH_SAKHALIN	Niv	NIVKH	Languageisolate_niv	Nivkh	53.33	142.0	200		niv	5i	Th~i	5in, mir, memak								5en, 535	men, mor						5ivx, 5iwx	Th~o		qan	tas	Tixr, Tir		Tomr			hal		Nar	N35f			murki					nos	5aX, nax	ux		N3yz3r	hilx			pix	t3mk			m3T		tivs	raT			yamaT	m3T			mut, mutra					ph~r3y						kh~eN		u5xr	Th~aX		paX					th~uxr			Tif	pal						urk			Th~ard	Th~uzT				qh~a
GILYAK_SOUTH_SAKHALIN	Niv	NIVKH	Languageisolate_niv	Nivkh	53.33	142.0	200		niv	5i	Ti	5in, mirn, m3N								5enN, 5an	menN						5ixvN	To		GanN		Taxr, Txar, TXar		dy~omr, plaNq			Nalr, Nanys, Nals, hal		Tof, Tox	Na5ix3f			murki					mla	5iga, 5NaX	ux		Naxsir, Naxzir	hilf, ilx			bixt3, bixti	damk			m3zx		Nif, 5if, divr	rant			int3nt	munt, mont			munt					pr3nt						keN		u5ixr, u5xr	TaX		baX					tuxur, tuxr			dy~if	bal						urk			Th~ard	rokr				qa
GILYAK_WEST_SAKHALIN	Niv	NIVKH	Languageisolate_niv	Nivkh	53.33	142.0	200		niv	5i	Th~i	5uNgu, mer, mergu								5in, 5en	men, mor						5ivx	Th~o		qan		Tixr		Tomr			hal		Nar	tuxu, N35x3f			murki					nos	5aX	vix, ux		N3xs, N3xz3r	hilx			pix, pixti, pixtu	t3mk					N3lx	rady~rayn3dy~			ya5mady~	m3dy~			mudy~, muyn3dy~					ph~r3dy~						kh~eN		u5xr	Th~aX		paX					th~uxr			Tif	ulf						urk				Th~uzT				
ARIN	Yen	YENISEIAN	Yeniseian,AP	Yeniseian,SouthernYeniseian,Arin-Pumpokol	57.0	93.0	0		xrn	ay, E	au	aiN								huCa, kh~uzey, kuisa, qusey	in7a, kin, kinE, kina						kit, k7it, qit	ilti		ilCep, ilCap, titu	serga	otSi, otSil, oSCe		ipin, ipoN					sur									utkuy, utk7EnoN, utq7onoN	tieN, tenkt	arquy		itin	al7ap, elep			patas	ph~yaga, qinaN, upega			apien, ph~iaN		sal	t7agur, sam			pengaul7oN, pongaul7oN	ut7aut7um			ingo											ega, Ega, eya, Xagali		ilqoy, ilXok, il7koy	kul		kes, qes					kot, qot, qott			kat, kolkut	berkitak, kar						say				luyS				
