word;etymology
*č(i)āb;"[(u'Karakhanid:', [u'\u010dav (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'\u010dav'), (u'Middle Turkic:', [u'\u010daw (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Azerbaidzhan:', u'\u010dov'), (u'Turkmen:', u'\u010d\u0101v (arch.)'), (u'Khakassian:', u""sab-la\u0263 'renowned'""), (u'Shor:', u""\u0161ap-t\u0268\u0263 'renowned'""), (u'Oyrat:', u'\u010dap'), (u'Halaj:', u'\u010dov (may be < Az.)'), (u'Tofalar:', u'\u0161a\u0263')]"
*čiāk;"[(u'Old Turkic:', u'\u010daq 1, 2 (late OUygh.)'), (u'Karakhanid:', [u'\u010daq 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'\u010da\u0263 1'), (u'Tatar:', u'\u010daq 1, 2'), (u'Middle Turkic:', u""(OKypch.) \u010daq 'when (conj.)'""), (u'Uzbek:', u""\u010d\u0254q 1, \u010d\u0254qum 'certainly'""), (u'Uighur:', u'\u010daq 2'), (u'Azerbaidzhan:', u'\u010da\u0263 1'), (u'Turkmen:', u'\u010d\u0101G 1'), (u'Khakassian:', [<i>sax</i>, u' 2']), (u'Oyrat:', u'\u010daq 1'), (u'Chuvash:', u'\u010dox 1'), (u'Yakut:', [<i>sax</i>, u"" 1, sa\u0263a 'about (the time when, the size of)'""]), (u'Dolgan:', u""haga 'about (the time when, the size of)'; sag\u0268na 'while'""), (u'Tuva:', u'\u0161aq 1, 2'), (u'Kirghiz:', u'\u010daq 1, 2'), (u'Kazakh:', u'\u0161aq 1, 2'), (u'Noghai:', u""\u0161aq 1, \u0161aq-l\u0268 'this much'""), (u'Bashkir:', u'saq 1, 2'), (u'Balkar:', u""\u010daq 1, \u010daq-l\u0268 'this much'""), (u'Gagauz:', u""\u010d\u0101q, \u010daq 'up to'""), (u'Karaim:', u'\u010da\u0263 (K), caq (H) 1'), (u'Karakalpak:', u'\u0161aq 1, 2'), (u'Kumyk:', u'\u010daq 1, 2')]"
*čib;"[(u'Old Turkic:', u'\u010d\u0268/iv 2 (OUygh.)'), (u'Karakhanid:', u'(\u010di\u01ef 1 MK - a miswriting instead *\u010div?)'), (u'Turkish:', u'\u010divi 1'), (u'Tatar:', u""\u010d\xf6j 'wedge, cotter'""), (u'Uzbek:', u'\u010duv 1'), (u'Uighur:', u""\u010d\xfc\xe4 3 (R, by animals), \u010div\xe4 'space between legs above the knees', \u010divil\xe4n 'back saddlegirth' (fixed with a wooden peg)""), (u'Azerbaidzhan:', u'\u010div 1'), (u'Turkmen:', u'\u010d\xfcj 1'), (u'Oyrat:', u""\u010dii\u0161 'wedge'""), (u'Noghai:', u'\u0161\xfcj 1'), (u'Bashkir:', u's\xf6j 1'), (u'Balkar:', u'\u010d\xfcj 1'), (u'Gagauz:', u'\u010divi 1'), (u'Karaim:', u'\u010d\xfcj, \u010d\xfcw, (K) \u010divij 1'), (u'Karakalpak:', u'\u0161\xfcj 1'), (u'Kumyk:', u'\u010d\xfcj 1')]"
*čičig (/*čɨčɨg);"[(u'Tatar:', [u'\u010d\u0268\u017e\u0268q (R, ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=254"" target=""_blank"">\u0411\u0443\u0434.</a>, u' - Kas.), \u010d\u0268\u0292\u0268q (R - Tob.) 5']), (u'Middle Turkic:', [u'\u010di\u010di\u0263 2, 3 (R - ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=321"" target=""_blank"">Vam.</a>, u'), \u010d\u0268\u010d\u0268\u0263, \u010d\u0268\u010d\u0268q 4 (R - ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=233"" target=""_blank"">Zenker</a>, u')']), (u'Chuvash:', u'\u010d\u01dd\u01ef\u01dd 1')]"
*čigit / *čɨgɨt ( ~ -k-);"[(u'Karakhanid:', [u'\u010digit (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u' - Argu)']), (u'Turkish:', u""\u010d\u0268\u0263\u0268t, \u010di\u0263it 'seed; freckle'""), (u'Middle Turkic:', [u'\u010digit (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C</a>, u""); \u010d\u0268\u0263\u0268t 'spots on a pregnant woman's face' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'\u010digit'), (u'Uighur:', u'\u010digit'), (u'Azerbaidzhan:', u'\u010dijid'), (u'Turkmen:', u""\u010digit 'seed'""), (u'Kirghiz:', u'\u010digit'), (u'Kazakh:', u'\u0161ijit'), (u'Karakalpak:', u'\u0161igit')]"
*čije-;"[(u'Old Turkic:', u'a k. of berry'), (u'Azerbaidzhan:', u""\u010dijelek 'strawberry'""), (u'Turkmen:', u""\u010dije 'cherry'""), (u'Kirghiz:', u""\u010dije 'cherry'""), (u'Kazakh:', u'\u0161ije')]"
*čiŕ-;"[(u'Old Turkic:', u'\u010d\u0268/iz- (OUygh.)'), (u'Turkish:', u'\u010diz-'), (u'Tatar:', u's\u0268z-'), (u'Middle Turkic:', [u'\u010diz-, s\u0268z- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'\u010diz-(m\u0254q)'), (u'Uighur:', u'siz-(maq)'), (u'Azerbaidzhan:', u'\u010diz-'), (u'Turkmen:', u'\u010d\u0268z-'), (u'Khakassian:', u""s\u0268z-\u0268r- 'to scrape, plane'""), (u'Halaj:', u'\u010di/\u0268z-'), (u'Chuvash:', u""\u010d\u01ddr- 'to draw, scrape, tear'""), (u'Kirghiz:', u'\u010d\u0268z-, s\u0268z-'), (u'Kazakh:', u's\u0268z-'), (u'Noghai:', u's\u0268z-'), (u'Bashkir:', u'h\u0268\u03b4-'), (u'Balkar:', u's\u0268z-'), (u'Gagauz:', u'\u010diz-'), (u'Karaim:', u'c\u0268z-, \u010d\u0268z-'), (u'Karakalpak:', u's\u0268z-'), (u'Kumyk:', u's\u0268z-')]"
*čɨg-;"[(u'Karakhanid:', u'\u010d\u0268\u0263- 1'), (u'Turkish:', u'\u010d\u0268k\u0268, \u010d\u0268k\u0268n 3'), (u'Middle Turkic:', [u'\u010dik 4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u'), (OKypch) \u010d\u0268q- 1 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=230"" target=""_blank"">AH</a>, u')']), (u'Uighur:', u'\u010dig- 5, \u010digik 4'), (u'Sary-Yughur:', u'\u010dig-, \u010dik- 5'), (u'Turkmen:', u'\u010dig- 5, \u010digin 4'), (u'Khakassian:', u's\u0268\u0263-la- 2'), (u'Oyrat:', u'\u010di-de- 2'), (u'Halaj:', u""(t\u012bn u) \u010d\u0268q\u0268n 'small parcels in women's working room'""), (u'Kirghiz:', u'\u010dije 4'), (u'Gagauz:', u'\u010d\u0268q\u0268 3'), (u'Karakalpak:', u""\u0161ije 'tightly bound'"")]"
*čɨg (~-ɨ̄-);"[(u'Old Turkic:', u'\u010d\u0268\u0263 (OUygh.) 1'), (u'Karakhanid:', [u'\u010d\u0268\u0263 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u"") 'reed screen'""]), (u'Turkish:', u""\u010d\u0268\u0263, \u010di\u0263 'reed partition'""), (u'Middle Turkic:', [u'\u010d\u0268\u0263 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'\u010dij 1, 3'), (u'Uighur:', u'\u010di\u0263 1'), (u'Sary-Yughur:', u'\u01efi\u0263 1'), (u'Oyrat:', u'\u010dij 1'), (u'Kirghiz:', u'\u010dij 1, 3'), (u'Kazakh:', u'\u0161ij 1, 3'), (u'Noghai:', u""\u0161ijboj '\u043b\u044e\u0431\u0438\u0441\u0442\u043e\u043a' (?)""), (u'Balkar:', u'\u010dij 2'), (u'Karakalpak:', u'\u0161ij 2')]"
*čɨganak;"[(u'Tuva:', u'\u0161\u0101naq'), (u'Tofalar:', [u'a\u0161\u0101naq (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=224"" target=""_blank"">\u0420\u0430\u0441. \u0424\u0438\u041b</a>, u' 89.)']), (u'Balkar:', u""\u010d\u0268\u0263ana(q) 'thorn'"")]"
*čɨgɨr;"[(u'Karakhanid:', [u'\u010d\u0268\u0263ru- 1, \u010d\u0268\u0263\u0268r 4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u""\u010d\u0268\u0263\u0268r 4, 'coomb, trace of an avalanche'""), (u'Tatar:', u'\u010d\u0268\u0263\u0268r 3'), (u'Middle Turkic:', [u""\u010d\u0268\u0263\u0268r 'thawed spot' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u""), 'snow stamped by strong wind' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u""\u010dijir 'trace'""), (u'Uighur:', u'\u010di\u0263ir jol 4'), (u'Turkmen:', u'\u010d\u0268G\u0268r 3'), (u'Halaj:', u""\u010d\u0268\u0263\u0268r 'bad road'""), (u'Tuva:', u'\u0161\u0268\u0304r 2'), (u'Tofalar:', u""\u0161\u0268\u0304r 'spot on snow or ground with many tracks'""), (u'Kirghiz:', u'\u010d\u0268j\u0268r, \u010dijir 4'), (u'Kazakh:', u""\u0161\u0268j\u0268r 'stamped'""), (u'Balkar:', u""\u010d\u0268j\u0268r-t- 'to stamp snow, grass'"")]"
*čɨj, *čɨj-ɨk;"[(u'Karakhanid:', [u'\u010di/\u010d\u0268 3 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u""), \u010d\u0268-la- 'to moisten' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u""), \u010d\u0268q- 'to absorb moisture' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u""), \u010d\u0268\u0263-la-n- 'to be half-cooked' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), \u010dig 4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">IM</a>, u')']), (u'Turkish:', u'\u010di\u0263, \u010dij 1, 2'), (u'Tatar:', u'\u010d\u0268q 2'), (u'Uzbek:', u'\u010diq 2 (dial.), \u010d\u0268\u0304\u0263 1 (X\u0254razm)'), (u'Azerbaidzhan:', u""\u010dij 'raw'""), (u'Turkmen:', u'\u010d\u012bg 1, \u010d\u0268\u0304G 2'), (u'Khakassian:', u's\u0268x 1, 3'), (u'Shor:', u'\u0161\u0268q 3, \u0161\u0268qt\u0268\u0263 1'), (u'Oyrat:', u'\u010dij 4, \u010d\u0268q 3'), (u'Yakut:', u's\u012bk 2, 3'), (u'Dolgan:', u'h\u012bk 2'), (u'Tuva:', u""\u0161\u0268q 3, 'meadow', \u0161\u0268qt\u0268\u0263 1""), (u'Tofalar:', u'\u0161\u0268q 1'), (u'Kirghiz:', u'\u010dij-ki 4, \u010d\u0268q 2, 3'), (u'Kazakh:', u'\u0161\u0268q 2'), (u'Noghai:', u'\u0161ij 4, \u0161\u0268q 2'), (u'Bashkir:', u'sej 4, \u0268s\u0268q 2'), (u'Balkar:', u'\u010dij 4, \u010d\u0268q 2'), (u'Gagauz:', u'\u010dij 1, 2'), (u'Karaim:', u""\u010d\u0268j, cij 4, \u010d\u0268x 2, 'hoar-frost'""), (u'Karakalpak:', u'\u0161\u0268q 2'), (u'Salar:', [u'\u010d\u0268x-\u010du 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=231"" target=""_blank"">\u0421\u0421\u042f</a>, u')']), (u'Kumyk:', u'\u010dij 4, \u010d\u0268q 2')]"
*čɨk-;"[(u'Karakhanid:', [u'\u010d\u0268q- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'\u010d\u0268k-'), (u'Tatar:', u'\u010d\u0268q-'), (u'Middle Turkic:', [u'\u010d\u0268q- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'\u010diq-'), (u'Uighur:', u'\u010diq-'), (u'Azerbaidzhan:', u'\u010d\u0268x-'), (u'Turkmen:', u'\u010d\u0268q-'), (u'Khakassian:', u's\u0268x-'), (u'Shor:', u'\u0161\u0268q-'), (u'Oyrat:', u'\u010d\u0268q-'), (u'Yakut:', u""s\u0268\u0263ar\u0268j- 'to move, be displaced' (?)""), (u'Kirghiz:', u'\u010d\u0268q-'), (u'Kazakh:', u'\u0161\u0268\u0263-/q-'), (u'Noghai:', u'\u0161\u0268\u0263-/q-'), (u'Bashkir:', u's\u0268q-'), (u'Balkar:', u'\u010d\u0268\u0263-/q-'), (u'Gagauz:', u'\u010d\u0268q-'), (u'Karaim:', u'\u010d\u0268q-'), (u'Karakalpak:', u'\u0161\u0268\u0263-/q-'), (u'Kumyk:', u'\u010d\u0268\u0263-/q-')]"
*gẹr-tü;"[(u'Old Turkic:', u""kert\xfc, kert-g\xfcn- 'believe' (OUygh.)""), (u'Karakhanid:', [u""kert\xfc 'oath, truth', kert-g\xfcn- 'believe' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'ger-\u010dek'), (u'Azerbaidzhan:', u'ger-\u010d\xe4k'), (u'Turkmen:', u'ger-\u010dek'), (u'Khakassian:', u""kirt\u01dd-n- 'believe'""), (u'Yakut:', u'kirdik, kir\u01efik'), (u'Dolgan:', u'kirdik'), (u'Noghai:', u'kerti'), (u'Balkar:', u'kerti'), (u'Gagauz:', u'ger-\u010dek'), (u'Karaim:', u'kerti, ker-\u010dek'), (u'Kumyk:', u'gerti')]"
*gErü;"[(u'Old Turkic:', u'ker\xfc (Orkh., OUygh.)'), (u'Karakhanid:', [u'ker\xfc (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'geri'), (u'Tatar:', u'kire'), (u'Middle Turkic:', [u'ker\xfc (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Azerbaidzhan:', u'geri'), (u'Kirghiz:', u'keri'), (u'Kazakh:', u'keri'), (u'Noghai:', u'keri'), (u'Balkar:', u'kire'), (u'Gagauz:', u'g\u0113ri'), (u'Karakalpak:', u'keri'), (u'Kumyk:', u'geri')]"
*gErüĺ-;"[(u'Old Turkic:', u'keri\u0161- (OUygh.)'), (u'Karakhanid:', [u'keri\u0161- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), k\xfcre\u0161- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'g\xfcre\u0161-'), (u'Tatar:', u'k\xf6r\xe4\u0161-'), (u'Middle Turkic:', [u'k\xfcre\u0161- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u'), g\xfcre\u0161- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u')']), (u'Uzbek:', u'kura\u0161-'), (u'Uighur:', u'k\xfcr\xe4\u0161-'), (u'Azerbaidzhan:', u'g\xfcl\xe4\u0161-'), (u'Turkmen:', u'g\xf6re\u0161-'), (u'Khakassian:', u'k\xfcres-'), (u'Shor:', u'k\xfcre\u0161-'), (u'Oyrat:', u'keri\u0161-, k\xfcre\u0161-'), (u'Chuvash:', u'k\u01ddre\u0161-'), (u'Yakut:', u""k\xfcres 'wrestling'""), (u'Tuva:', u'x\xfcres-'), (u'Tofalar:', u""xire\u0161-, x\xfcre\u0161- ; xire- 'to start a fight'""), (u'Kirghiz:', u'keri\u0161-, k\xfcr\xf6\u0161-'), (u'Kazakh:', u'keris-, k\xfcres-'), (u'Noghai:', u'k\xfcres-'), (u'Bashkir:', u'k\xf6r\xe4\u0161-'), (u'Balkar:', u'k\xfcre\u0161-'), (u'Gagauz:', u'g\xfcre\u0161-'), (u'Karaim:', u'k\xfcre\u0161-'), (u'Karakalpak:', u'keris-, g\xfcres-'), (u'Kumyk:', u'k\xfcre\u0161- (dial.)')]"
*gēb-;"[(u'Karakhanid:', [u'kev- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'gev-'), (u'Tatar:', u'k\xfc\u0161\xe4-'), (u'Middle Turkic:', [u""kevi\u0161 'cud' ("", <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'kaw\u0161a-'), (u'Uighur:', u'k\xf6j\u0161i-'), (u'Azerbaidzhan:', u""g\xf6j\xfc\u0161 'cud'""), (u'Turkmen:', u""g\u01dfv\xfc-\u0161 'cud'""), (u'Khakassian:', u'kipse-n-'), (u'Shor:', u'kep\u017ee-n-'), (u'Oyrat:', u'kep\u0161e-'), (u'Halaj:', u""k\u01dfvi\u0161 'cud'""), (u'Chuvash:', u'kavle-'), (u'Yakut:', u'keb\u012b-'), (u'Tuva:', u'keg\u017ee-n-'), (u'Tofalar:', u'keg\u017ee-'), (u'Kirghiz:', u'k\xfcj-\u0161-\xf6-'), (u'Kazakh:', u""k\xfcjis 'cud'""), (u'Noghai:', u'k\xfcjze-'), (u'Bashkir:', u""k\xf6j\xf6\u0161 'cud'""), (u'Gagauz:', u'gev\u0161e-'), (u'Karaim:', u'k\xf6v\u0161e-n-'), (u'Karakalpak:', u'g\xfcjse-'), (u'Salar:', u'k\xfc\u0161\xe4-'), (u'Kumyk:', u'g\xfcj\u0161e-')]"
*gēč (-e);"[(u'Old Turkic:', u'ke\u010d 1, 2, ke\u010d- 3, ke\u010de 4, 5 (OUygh.)'), (u'Karakhanid:', [u'ke\u010d 1, 2 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u', MK), ke\u010d- 3 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u'), ke\u010d\xe4 4, 5 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u', MK)']), (u'Turkish:', u'ge\u010d 2, ge\u01efe 4'), (u'Tatar:', u'ki\u010d 5, ki\u010d\u025b 5, 6'), (u'Middle Turkic:', [u'ge\u010de 4 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u')']), (u'Uzbek:', u'ke\u010da 4, 6'), (u'Uighur:', u'k\xe4\u010d\xe4 5'), (u'Sary-Yughur:', u'ki\u010de 4 (Mal.)'), (u'Azerbaidzhan:', u'ge\u01ef\xe4 4'), (u'Turkmen:', u'g\u012b\u010d 2, g\u012b\u01efe 4'), (u'Khakassian:', u'ki\u01ef\u0113 6'), (u'Shor:', [u'ke\u010dik 5 (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=237"" target=""_blank"">\u0412\u0435\u0440\u0431.</a>, u')']), (u'Oyrat:', u'ke\u010d 2, 5, ke\u010de 6'), (u'Halaj:', u'k\u012be\u010d\xe4 4'), (u'Chuvash:', u'kas\u0301 5'), (u'Yakut:', u'kiehe 5'), (u'Dolgan:', u'kiehe 5'), (u'Tuva:', u'ke\u017e\u0113 5'), (u'Tofalar:', u'ke\u01efe 5'), (u'Kirghiz:', u'ke\u010d 2, ke\u010d\u0113 4, 5'), (u'Kazakh:', u'ke\u0161 2, 5, ke\u0161\xe4 5, 6'), (u'Noghai:', u'ke\u0161 2, 5'), (u'Bashkir:', u'kis 5, kis\xe4 5, 6'), (u'Balkar:', u'ke\u010d 5, ke\u010de'), (u'Gagauz:', u'ge\u01ef\xe4 4'), (u'Karaim:', u'ge\u01efe 4'), (u'Karakalpak:', u'ke\u0161 2, 5'), (u'Salar:', u'g\xe4\u01efi 4'), (u'Kumyk:', u'ge\u010de 4')]"
*gē(j)t-;"[(u'Old Turkic:', u'ket- (OUygh.)'), (u'Karakhanid:', [u'ket/\u03b4- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">KB</a>, u')']), (u'Turkish:', u'git-'), (u'Tatar:', u'kit-'), (u'Middle Turkic:', [u'ke\u0323t- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=183"" target=""_blank"">Abush.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=174"" target=""_blank"">Sangl.</a>, u', ', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uzbek:', u'ket-'), (u'Uighur:', u'k\xe4t-'), (u'Azerbaidzhan:', u'get-'), (u'Turkmen:', u'git-'), (u'Oyrat:', u'ket- (dial.)'), (u'Chuvash:', u'kajt-'), (u'Kirghiz:', u'ket-'), (u'Kazakh:', u'ket-'), (u'Noghai:', u'ket-'), (u'Bashkir:', u'kit-'), (u'Balkar:', u'ket-'), (u'Gagauz:', u'get-'), (u'Karaim:', u'ket-'), (u'Karakalpak:', u'ket-'), (u'Salar:', [<i>G\u012b/i-</i>, u' (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=293"" target=""_blank"">Kakuk</a>, u')']), (u'Kumyk:', u'get-')]"
*gēkir-;"[(u'Karakhanid:', [u'kekir- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=164"" target=""_blank"">MK</a>, u')']), (u'Turkish:', u'gejir-'), (u'Tatar:', u'kiker-'), (u'Middle Turkic:', [u'gegir- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=218"" target=""_blank"">Pav. C.</a>, u'), kekir- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=192"" target=""_blank"">MA</a>, u')']), (u'Uzbek:', u'kekir-'), (u'Uighur:', u'keki(r)-'), (u'Sary-Yughur:', [u'kekirt- (', <a href=""response.cgi?&amp;single=1&amp;root=config&amp;basename=/data/biblio/biblio.dbf&amp;text_recno=223"" target=""_blank"">\u042f\u0416\u0423</a>, u')']), (u'Azerbaidzhan:', u'g\xe4jir-'), (u'Turkmen:', u'g\u01dfgir-'), (u'Khakassian:', u'kig\u01ddr-'), (u'Oyrat:', u'kegir-'), (u'Halaj:', u'g\u01dfg\xfcr-'), (u'Chuvash:', u'kag\u044ar-'), (u'Yakut:', u'kegert-'), (u'Tuva:', u'ke\u0263ir-'), (u'Tofalar:', u'ke\u0263ir-'), (u'Kirghiz:', u'kekir-'), (u'Kazakh:', u'kekir-'), (u'Noghai:', u'kekir-'), (u'Bashkir:', u'kiker-'), (u'Balkar:', u'kekir-'), (u'Gagauz:', u'g\u012br-'), (u'Karaim:', u'kekir-'), (u'Karakalpak:', u'kekir-'), (u'Kumyk:', u'kekir-')]"
